filename,ipc2014-agl-jasper:default,ipc2014-agl-mpc:default,ipc2014-agl-probe:default,ipc2018-agl-freelunch-madagascar:default,ipc2018-agl-mercury2014:agl,ipc2018-agl-merwin:agl,ipc2018-agl-olcff:default,ipc2018-agl-saarplan:default,ipc2018-lapkt-bfws:bfws-pref-agl,ipc2018-lapkt-bfws:dual-bfws-agl,ipc2018-lapkt-bfws:poly-bfws,ipc2018-lapkt-dfs-plus:default
organic-synthesis-strips:0-p01.pddl,0.838568,-,-,-,0.689113,0.666814,0.749441,0.851521,0.582117,0.519133,0.549241,0.585363
organic-synthesis-strips:0-p02.pddl,0.800354,-,-,-,0.639941,0.72669,0.847197,0.85212,0.541505,0.537028,0.514786,0.607353
organic-synthesis-strips:0-p03.pddl,13.217,-,-,-,13.1753,13.2999,16.623,17.1315,11.4335,11.9546,11.7753,11.5437
organic-synthesis-strips:0-p07.pddl,1.91992,-,-,-,0.865752,0.935423,1.19728,0.993454,0.711267,0.733768,0.721857,0.73732
organic-synthesis-strips:0-p09.pddl,9.97182,-,-,-,10.4797,10.2615,12.7978,12.8327,6.27889,6.25102,6.47322,6.40662
organic-synthesis-strips:0-p10.pddl,10.3645,-,-,-,11.0758,10.9502,12.7941,12.8996,6.70916,6.55007,6.59853,7.19863
organic-synthesis-strips:0-p14.pddl,3.31599,-,-,-,3.15749,3.4092,3.89927,3.88523,1.96899,1.93566,1.94579,2.07556
organic-synthesis-strips:1-p06.pddl,25.5439,-,-,-,26.4947,25.6706,33.2835,32.7211,15.0637,15.0756,15.7439,18.304
organic-synthesis-strips:1-p07.pddl,96.5972,-,-,-,93.1387,102.26,114.157,112.993,46.3516,45.1954,44.2033,58.9765
organic-synthesis-strips:1-p16.pddl,128.755,-,-,-,126.846,125.06,153.429,148.899,71.3512,71.5581,69.2708,80.4629
parcprinter-strips:0-p08.pddl,0.613006,0.319214,0.378848,0.429681,0.576649,0.595706,0.544348,0.575339,-,0.696039,0.548163,0.364908
parcprinter-strips:0-p09.pddl,0.708983,0.2757,0.446927,0.454339,0.551454,0.603296,0.672872,0.625971,-,18.2476,1.49829,0.394301
parcprinter-strips:0-p11.pddl,0.685362,0.370794,0.405133,0.433548,0.545893,0.644344,0.61382,0.659846,-,1.05243,0.812475,0.418006
parcprinter-strips:0-p12.pddl,0.75226,0.333251,0.442151,0.518762,0.614108,0.698173,0.591927,0.647115,-,18.9584,2.53508,0.411099
parcprinter-strips:0-p13.pddl,0.689336,0.434255,0.392917,0.392247,0.627174,0.576059,0.649825,0.81053,3.67082,0.767694,0.682139,0.43939
parcprinter-strips:0-p14.pddl,0.723694,0.365474,0.498911,0.468902,0.558675,0.578175,0.728878,0.685637,-,41.6271,4.44555,0.524885
parcprinter-strips:0-p15.pddl,0.709946,0.361654,0.440154,0.513427,0.592676,0.80944,0.746992,0.634718,-,0.846175,0.820257,0.440623
parcprinter-strips:0-p16.pddl,0.730108,0.318375,0.420527,0.460669,0.612495,0.876,0.696549,0.75645,-,1.9705,1.34509,0.420148
parcprinter-strips:0-p17.pddl,0.693746,0.343758,0.463754,0.493891,0.595101,0.667186,0.668829,0.851251,-,24.5207,2.92944,0.429367
parcprinter-strips:0-p18.pddl,0.752343,0.299932,0.690965,0.590045,0.672669,0.617659,0.72255,0.77241,-,20.0565,5.63852,0.502192
parcprinter-strips:0-p19.pddl,0.876263,0.273767,0.469134,0.5084,0.651707,0.640409,0.773588,0.729816,-,3.80439,2.71088,0.414459
parcprinter-strips:0-p20.pddl,0.749703,0.384474,0.54035,0.5078,0.56315,0.67289,0.742326,0.794939,-,8.62772,4.2997,0.49234
parcprinter-strips:0-p21.pddl,0.841365,0.265317,0.711685,0.94779,0.722977,0.689922,0.737986,0.677554,-,-,5.89943,0.45998
parcprinter-strips:0-p22.pddl,0.922425,0.674668,-,0.669147,0.651085,0.736935,0.773736,0.686415,-,158.188,6.6795,0.51923
parcprinter-strips:0-p23.pddl,0.805408,0.34333,0.555094,0.418543,0.606878,0.630593,0.759766,0.795459,-,2.16491,2.0514,0.440486
parcprinter-strips:0-p24.pddl,0.912473,0.369775,0.712096,0.556684,0.588965,0.8179,0.67273,0.785359,-,-,16.0357,0.513205
parcprinter-strips:0-p25.pddl,0.773532,0.403729,0.667676,0.734412,0.745445,0.757333,0.838892,0.800411,-,22.8651,10.0547,0.558152
parcprinter-strips:0-p26.pddl,1.01496,0.42466,-,0.806057,0.655188,0.744427,0.819424,0.897891,-,-,34.644,0.575365
parcprinter-strips:0-p27.pddl,0.885112,0.393996,1.13892,0.572698,0.615031,0.841093,0.839153,0.987604,-,5.68076,5.02362,0.529901
parcprinter-strips:0-p28.pddl,0.975648,0.443426,-,0.812878,5.1775,0.838339,1.24799,1.16839,-,25.7131,17.6576,0.608862
parcprinter-strips:0-p29.pddl,1.18876,0.555087,-,1.18479,0.91243,0.918792,1.35929,1.39559,-,-,37.7812,0.710638
parcprinter-strips:0-p30.pddl,1.05111,0.518979,-,1.25759,5.90058,1.40702,1.47584,1.48785,-,-,-,0.791669
parcprinter-strips:1-p10.pddl,0.882675,0.405341,0.808234,0.512837,0.668292,0.649162,0.711878,0.739299,13.1711,2.79602,1.43988,0.41143
parcprinter-strips:1-p13.pddl,0.815388,0.607845,0.80946,0.558871,0.610634,0.698047,0.869281,0.783045,-,0.815205,0.825932,0.50145
parcprinter-strips:1-p15.pddl,0.641224,0.462004,0.446207,0.624598,1.033,1.81237,0.610185,0.84258,-,2.19135,1.09956,0.520786
parcprinter-strips:1-p23.pddl,0.998523,0.482674,1.45908,1.02467,0.792322,1.12272,1.07535,1.12454,-,80.8574,26.8691,0.549164
parcprinter-strips:1-p24.pddl,0.949573,0.452935,3.20563,0.755713,0.851543,0.867554,1.0318,1.13075,-,17.3566,16.686,0.654839
parcprinter-strips:1-p26.pddl,1.07525,0.450571,167.24,1.00179,0.718867,0.796048,1.09768,0.925868,-,46.3045,6.40363,0.600486
parcprinter-strips:2-p02.pddl,0.640609,0.322625,0.369618,0.356438,0.473442,0.520726,0.529208,0.518055,0.389884,0.415036,0.428675,0.375664
parcprinter-strips:2-p10.pddl,0.824162,0.308391,0.384189,0.433378,0.554067,0.621913,0.663499,0.619528,-,2.0735,0.944704,0.407412
parking-strips:1-p09.pddl,51.263,166.342,-,-,74.6794,97.4768,-,-,20.2303,20.5862,21.1038,189.411
parking-strips:1-p10.pddl,69.2124,-,-,-,58.2823,72.5104,247.148,227.336,26.7865,26.0768,26.7549,26.0169
parking-strips:1-p11.pddl,72.6747,-,-,-,209.703,222.774,-,-,37.5469,34.5224,35.5364,50.3887
parking-strips:1-p12.pddl,121.238,-,-,-,237.48,234.613,-,-,54.8947,54.4742,54.1073,56.4491
parking-strips:1-p13.pddl,131.686,-,-,-,228.861,-,-,-,65.1441,64.2922,64.2956,271.199
parking-strips:1-p14.pddl,151.029,-,-,-,230.493,256.188,-,-,82.4528,81.2111,83.2591,80.7174
parking-strips:1-p15.pddl,187.33,-,-,-,196.548,-,-,-,99.3401,99.5064,98.254,121.521
parking-strips:1-p16.pddl,-,-,-,-,-,-,-,-,121.919,128.064,127.925,138.751
parking-strips:1-p17.pddl,-,-,-,-,-,-,-,-,167.32,176.615,166.88,182.017
parking-strips:1-p18.pddl,-,-,-,-,-,-,-,-,204.809,205.121,206.87,196.69
parking-strips:1-p19.pddl,-,-,-,-,-,-,-,-,237.794,247.52,240.836,269.555
parking-strips:1-p20.pddl,-,-,-,-,-,-,-,-,292.66,292.888,292.101,-
parking-strips:3-p_28_3.pddl,37.9365,67.1547,-,-,43.9457,24.5526,51.3055,41.5778,11.7235,12.6431,12.4114,10.8395
parking-strips:3-p_30_3.pddl,49.7492,109.114,77.4706,-,172.023,28.6958,116.962,132.83,17.0726,16.4558,14.692,54.0622
parking-strips:3-p_32_1.pddl,78.3845,-,198.379,-,105.725,35.0806,148.903,172.69,21.4541,19.6699,20.9457,20.1739
parking-strips:3-p_32_2.pddl,106.526,-,216.217,-,85.6861,111.12,190.557,121.851,21.9215,26.4416,25.8972,72.1852
parking-strips:3-p_32_3.pddl,70.5988,-,-,-,97.272,93.1603,287.791,-,22.1853,25.3717,25.0402,28.1235
parking-strips:3-p_34_1.pddl,62.7596,-,-,-,268.723,87.6122,298.479,201.547,28.1236,25.9921,26.995,23.8592
parking-strips:3-p_34_2.pddl,98.6489,-,-,-,156.008,76.1842,132.286,201.429,29.1515,29.9541,26.1914,113.475
parking-strips:3-p_34_3.pddl,107.744,-,-,-,157.866,75.8626,268.545,209.769,27.4016,25.5005,24.563,37.9986
parking-strips:3-p_36_1.pddl,91.672,-,-,-,64.4647,63.9539,-,-,35.2281,36.5386,37.6776,28.4339
parking-strips:3-p_36_2.pddl,114.882,-,-,-,283.814,141.496,210.216,-,35.8905,36.733,35.5703,40.4793
parking-strips:3-p_36_3.pddl,124.613,-,-,-,173.317,78.0643,-,209.072,32.3822,31.2073,31.2571,122.161
parking-strips:3-p_38_1.pddl,146.025,-,-,-,-,196.82,246.972,-,42.9924,47.545,50.3857,61.6562
parking-strips:3-p_38_2.pddl,-,-,-,-,-,265.069,-,-,45.7919,49.1723,49.0902,52.5554
parking-strips:3-p_38_3.pddl,279.026,-,-,-,-,180.653,-,-,44.7062,44.8274,43.6077,39.6478
parking-strips:3-p_40_1.pddl,294.896,-,-,-,-,176.419,-,-,58.8106,53.5374,53.3785,43.7935
parking-strips:3-p_40_2.pddl,121.384,-,-,-,-,219.381,179.808,196.174,51.2204,57.7235,59.5878,290.753
parking-strips:3-p_40_3.pddl,164.267,-,-,-,-,219.427,-,-,64.6757,68.9698,64.0075,68.3602
parking-strips:5-pfile13-050.pddl,44.605,175.771,-,-,103.406,73.732,96.1847,189.512,19.4172,21.1755,22.128,19.7396
pathways-noneg-adl:0-p01.pddl,0.638796,0.339341,0.305025,0.391305,0.512763,0.496072,0.45731,0.605582,0.43558,0.39048,0.36968,0.374141
pathways-noneg-adl:0-p02.pddl,0.501135,0.331351,0.319021,0.337945,0.522136,0.600197,0.570007,0.554379,0.42841,0.380584,0.410869,0.38121
pathways-noneg-adl:0-p03.pddl,0.711111,0.344728,0.378689,0.404453,0.520392,0.510736,0.491798,0.490853,0.426735,0.359125,0.399701,0.431401
pathways-noneg-adl:0-p04.pddl,0.610424,0.293302,0.346011,0.439716,0.547987,0.485473,0.572917,0.496009,0.441614,0.427752,0.444022,0.439981
pathways-noneg-adl:0-p05.pddl,0.648469,0.295777,0.385519,0.451644,0.706899,0.533964,0.607362,0.597658,0.426224,0.386445,0.430647,0.376963
pathways-noneg-adl:0-p06.pddl,0.743021,0.359986,0.428684,1.23616,-,0.643187,0.580447,0.67487,9.97543,1.1046,27.2589,-
pathways-noneg-adl:0-p07.pddl,0.782598,0.318669,0.464484,1.59524,0.571307,0.669157,0.721344,0.728983,5.88423,0.519179,0.485883,135.038
pathways-noneg-adl:0-p08.pddl,0.752585,0.42577,0.65119,165.709,0.692394,0.595733,0.844111,0.851155,0.844714,0.602852,0.613593,2.4698
pathways-noneg-adl:0-p09.pddl,0.745408,0.418933,0.561412,-,0.624177,0.733376,0.754909,0.790397,4.57577,1.05579,-,-
pathways-noneg-adl:0-p10.pddl,0.586293,0.344725,0.516673,0.824258,0.656564,0.648434,0.834937,33.9361,0.654999,0.568403,0.537957,0.543727
pathways-noneg-adl:0-p11.pddl,0.773597,0.356942,0.503383,74.9012,0.612712,0.679063,0.831766,33.9713,0.941122,0.547409,0.606249,5.6996
pathways-noneg-adl:0-p12.pddl,-,0.368272,0.748231,-,0.804431,0.712625,1.21424,0.827486,0.992971,0.619538,0.643931,0.661193
pathways-noneg-adl:0-p13.pddl,0.876695,0.841982,0.647907,-,0.893293,0.784456,1.01246,0.835073,1.99952,0.68971,0.634534,-
pathways-noneg-adl:0-p14.pddl,1.03335,0.447287,0.640567,-,0.799355,0.834493,0.858625,0.914038,1.01476,1.10926,1.04354,-
pathways-noneg-adl:0-p15.pddl,0.841694,0.428399,0.659061,7.4313,0.754494,0.805309,1.02382,0.831365,1.21389,0.736167,0.742252,0.888997
pathways-noneg-adl:0-p16.pddl,1.10387,0.56537,1.63629,159.361,1.02703,1.20343,1.32474,34.5947,8.59523,2.08001,1.98316,-
pathways-noneg-adl:0-p17.pddl,1.103,0.691732,1.73875,-,0.914617,0.947629,1.42815,34.6018,1.9179,1.79988,1.79138,-
pathways-noneg-adl:0-p18.pddl,1.18071,0.670378,1.09912,-,0.976174,0.898467,3.52889,39.8735,-,2.83591,-,-
pathways-noneg-adl:0-p19.pddl,1.31989,0.800635,2.06787,-,0.919431,1.07667,2.01688,35.1073,-,2.38099,2.26016,7.53422
pathways-noneg-adl:0-p20.pddl,1.24654,0.604505,1.32835,-,0.831466,1.51395,1.55972,34.7663,1.94627,1.05331,1.07816,1.12149
pathways-noneg-adl:0-p21.pddl,1.11289,0.5683,1.63173,-,0.98005,1.20186,1.82615,34.9726,-,34.5264,-,-
pathways-noneg-adl:0-p22.pddl,1.06327,0.451365,0.967971,-,0.793757,0.98605,1.54856,34.7044,2.47838,1.07934,1.05565,1.07284
pathways-noneg-adl:0-p23.pddl,1.21966,0.58838,1.30079,-,0.887513,1.09042,1.73757,1.4489,4.25383,2.34011,2.15543,2.46718
pathways-noneg-adl:0-p24.pddl,1.29427,0.624162,2.43173,-,1.19273,1.10047,2.697,1.61022,4.91541,1.9845,2.01561,2.24307
pathways-noneg-adl:0-p25.pddl,1.41862,0.753378,2.96552,-,1.28166,1.24723,2.29694,1.95371,6.29664,3.9054,3.87836,3.40998
pathways-noneg-adl:0-p26.pddl,1.64204,0.757526,2.51011,-,1.06569,1.47813,2.14892,1.87461,14.3767,1.97755,2.0437,34.3894
pathways-noneg-adl:0-p27.pddl,1.50747,0.824046,3.39533,-,1.12513,1.94693,3.66061,2.00295,2.86929,2.99806,2.9909,3.69801
pathways-noneg-adl:0-p28.pddl,1.64941,0.797768,3.29645,-,1.2593,1.56327,2.33347,1.95272,3.74243,2.90584,2.97972,2.00062
pathways-noneg-adl:0-p29.pddl,1.61865,0.659199,1.97575,-,1.06893,1.317,2.35146,1.56985,3.29753,2.22415,2.25029,2.84954
pathways-noneg-adl:0-p30.pddl,1.8835,0.836224,2.90707,-,1.25246,1.33728,3.82555,1.66969,10.3522,2.54016,2.49775,-
pathways-strips:0-p16.pddl,0.714597,0.372437,0.445078,0.745067,0.563013,0.542898,0.590027,0.569749,0.466138,0.450567,0.439024,0.485803
pathways-strips:0-p20.pddl,0.783628,0.358267,0.410852,0.793474,0.527223,0.751754,0.632729,0.52079,0.49743,0.450785,0.443077,0.433298
pathways-strips:0-p24.pddl,0.612104,0.359204,0.356119,0.539156,0.648417,0.534597,0.556863,0.567389,0.462743,0.466289,0.458004,0.461352
pathways-strips:0-p28.pddl,0.729635,0.349544,0.437785,0.684187,0.564415,0.626301,0.647972,0.603497,0.449153,0.49613,0.462925,0.44113
pathways-strips:0-p30.pddl,1.14737,0.50874,1.40111,-,0.89762,1.0979,1.34989,1.03464,1.55913,1.07093,1.07142,1.2008
pathways-strips:1-p06.pddl,0.729337,0.35853,0.463047,1.68969,-,0.6041,0.697643,0.818363,9.96239,1.12598,26.4524,-
pathways-strips:1-p07.pddl,0.893625,0.403791,0.476726,3.16616,0.63347,0.672237,0.680905,0.813396,5.90309,0.46633,0.454099,139.484
pathways-strips:1-p08.pddl,0.882564,0.373538,0.635772,139.148,0.704955,0.662351,0.844968,0.795818,0.921938,0.573935,0.599851,2.42208
pathways-strips:1-p09.pddl,0.834469,0.376999,0.582925,-,0.633635,0.689768,0.804653,0.714942,4.52513,1.08131,-,-
pathways-strips:1-p10.pddl,0.784171,0.426127,0.532607,0.61131,0.645033,0.643784,0.890508,34.0833,0.719666,0.56327,0.531193,0.585134
pathways-strips:1-p11.pddl,0.66565,0.408571,0.457516,71.9781,0.709153,0.615376,0.7159,34.0762,0.987755,0.565178,0.576073,5.61403
pathways-strips:1-p12.pddl,-,0.449703,0.650834,-,0.688681,0.715272,1.12183,0.855859,0.889787,0.664795,0.623416,0.726345
pathways-strips:1-p13.pddl,0.988392,0.368376,0.705674,-,0.654662,0.685895,0.871185,0.835239,1.89098,0.600836,0.581908,-
pathways-strips:1-p14.pddl,0.870642,0.408616,0.546143,-,0.65073,1.06828,0.933416,0.912816,0.914235,1.05816,1.05675,-
pathways-strips:1-p15.pddl,0.875116,0.324644,0.63212,8.49579,0.742571,0.774759,0.944523,0.866681,1.19429,0.768466,0.721469,0.913253
pathways-strips:1-p16.pddl,1.05138,0.624703,1.66787,180.757,0.800682,0.921712,1.28378,34.5473,8.35342,2.01498,1.99941,-
pathways-strips:1-p17.pddl,0.977271,0.636325,1.83201,-,1.04653,0.921956,1.41577,34.5966,1.91189,1.82425,1.83599,-
pathways-strips:1-p18.pddl,1.09808,0.554604,1.0753,-,0.723202,0.873573,2.80199,35.4926,-,2.83475,-,-
pathways-strips:1-p19.pddl,1.24636,0.771076,2.10932,-,0.982029,1.08378,1.73667,35.1221,-,2.25769,2.23145,7.34942
pathways-strips:1-p20.pddl,1.76947,0.559428,1.29974,-,0.81055,1.12357,1.44802,34.6319,1.81495,1.11688,1.03077,1.11189
pathways-strips:1-p21.pddl,1.19738,0.592908,1.6055,-,1.00907,0.963172,3.89726,35.1252,-,35.4139,-,-
pathways-strips:1-p22.pddl,1.12738,0.546519,1.10192,-,0.931416,1.04228,1.52523,34.5747,2.57401,1.0121,1.08074,1.04271
pathways-strips:1-p23.pddl,1.20678,0.567982,1.32077,-,0.851891,1.10009,1.66346,1.27456,4.17732,2.21061,2.24113,2.43518
pathways-strips:1-p24.pddl,1.61954,0.617503,2.44983,-,0.930081,1.18738,2.6711,1.49029,4.33528,1.94287,1.99083,2.2069
pathways-strips:1-p25.pddl,1.33828,0.790197,2.79306,-,1.05009,1.27934,2.47787,1.89603,6.39484,3.86537,3.98549,3.47455
pathways-strips:1-p26.pddl,1.64104,0.688225,2.54702,-,1.01827,1.57612,2.05188,1.73334,14.1775,1.87325,2.01102,35.431
pathways-strips:1-p27.pddl,1.57292,0.804176,3.4673,-,1.19048,1.7029,3.9936,1.91836,2.80041,2.92857,2.9557,3.63015
pathways-strips:1-p28.pddl,1.57521,0.726457,3.28511,-,1.12463,1.62176,2.34754,1.82777,3.67827,2.96647,2.88795,2.00408
pathways-strips:1-p29.pddl,1.70972,0.582954,1.99036,-,1.05427,1.51603,2.25964,1.55111,3.33227,2.20009,2.18198,2.7237
pathways-strips:1-p30.pddl,2.09247,0.83893,2.92975,-,1.0801,1.48346,6.2926,1.65497,10.6578,2.46147,2.47152,-
pegsol-strips:0-p08.pddl,0.61382,0.306345,0.359678,0.381032,0.630725,0.61195,0.550383,0.562774,0.4023,0.41248,0.428956,0.406111
pegsol-strips:0-p09.pddl,0.709565,0.262512,0.35387,0.458123,0.524561,0.613201,0.633109,0.596538,0.373482,0.408172,0.409573,0.402219
pegsol-strips:0-p12.pddl,0.770264,0.355552,0.365299,0.89799,0.605787,0.662767,0.546398,0.538346,0.443841,0.41633,0.542314,0.470264
pegsol-strips:0-p13.pddl,0.744493,0.424806,0.301316,0.46466,0.534034,0.61418,0.551569,0.577975,0.434557,0.380293,0.386386,0.399197
pegsol-strips:0-p14.pddl,0.670393,0.380512,0.33777,1.12811,0.52689,0.532147,0.62485,0.729754,0.40587,0.354439,0.426525,0.413651
pegsol-strips:0-p15.pddl,0.716471,0.392925,0.334757,0.737334,0.537769,0.547385,0.579547,0.579024,0.389061,0.40384,0.398076,0.397866
pegsol-strips:0-p16.pddl,0.765713,0.687627,0.312944,0.608491,0.587266,0.615019,0.513912,0.564522,0.453163,0.42267,0.399795,0.455534
pegsol-strips:0-p21.pddl,0.673042,0.457399,0.373814,1.45645,0.581792,0.588037,0.767377,0.68231,0.37431,0.406618,0.421864,42.3056
pegsol-strips:0-p25.pddl,0.735532,0.377912,0.370383,-,0.536432,0.698569,0.527664,0.631849,0.779402,0.487763,0.404107,3.51088
pegsol-strips:0-p26.pddl,1.43519,0.484846,0.399543,-,0.59066,0.607527,0.761103,0.87024,0.505627,0.480283,0.486637,30.0092
pegsol-strips:0-p27.pddl,0.679364,2.04946,0.415716,-,0.610981,0.587312,0.720749,0.674945,0.797778,0.674253,0.48546,0.564204
pegsol-strips:0-p28.pddl,2.65513,0.697268,0.387521,-,0.671925,0.613592,54.8302,1.20629,5.10647,0.527029,0.464545,1.22359
pegsol-strips:0-p29.pddl,0.835586,0.448396,0.840631,-,1.33731,0.647026,3.30746,1.57681,9.42318,9.75108,0.445531,-
pegsol-strips:0-p30.pddl,0.786021,0.66601,1.76157,-,117.647,-,39.6547,4.24922,44.9027,24.0386,-,-
pegsol-strips:1-p05.pddl,0.615519,0.324369,0.34385,5.65002,0.607007,0.543017,0.597488,0.618405,0.377306,0.380522,0.443317,0.366216
pegsol-strips:1-p09.pddl,0.670013,0.69652,0.338014,0.513242,0.55327,0.454183,0.643489,0.566723,0.474373,0.392765,0.459383,1.59412
pegsol-strips:1-p14.pddl,0.677548,0.305642,0.363491,0.749486,0.52772,0.585851,0.590771,0.755843,0.393748,0.371036,0.391264,0.480637
pegsol-strips:1-p17.pddl,0.570811,-,0.593711,10.198,0.589132,0.568272,0.675774,0.873686,0.511516,0.528683,0.608666,-
pegsol-strips:1-p21.pddl,0.583725,0.330571,0.372456,195.797,0.530183,0.511689,0.80919,0.710685,0.423886,0.517209,0.376792,0.483565
pegsol-strips:1-p24.pddl,0.81783,0.862519,0.381012,11.0351,0.536887,0.694391,0.652688,0.708976,0.438856,0.430207,1.07788,1.62822
pegsol-strips:1-p25.pddl,0.652717,-,0.378407,2.21839,0.54808,0.541267,0.630262,0.714688,0.410639,0.472605,0.582566,0.43368
pegsol-strips:2-p02.pddl,1.47562,34.9166,0.8253,68.7769,0.572829,0.613633,0.945829,1.10964,0.413013,0.511293,0.819118,166.059
pegsol-strips:2-p03.pddl,1.02768,7.24076,0.614816,6.70112,0.672853,0.776088,0.882508,1.19732,0.406449,0.409247,0.446456,149.618
pegsol-strips:2-p06.pddl,0.656491,0.384895,0.321845,-,0.661768,0.722756,0.748013,0.574351,0.487539,0.481792,0.45356,0.62923
pegsol-strips:2-p07.pddl,1.00843,0.265175,0.384673,27.4003,0.512712,0.694471,0.732713,0.58237,0.420235,0.474709,0.739631,0.841814
pegsol-strips:2-p13.pddl,0.603683,3.24854,0.795297,269.59,0.573042,0.8221,0.838231,0.90289,0.673757,0.443709,1.29717,11.9576
pegsol-strips:3-p13.pddl,0.767048,0.332795,0.369835,5.54703,0.682307,0.619398,0.639525,0.630876,0.448361,0.463317,0.480299,1.5443
pegsol-strips:4-p08.pddl,0.648193,0.373853,0.396452,3.25917,0.526934,0.480144,0.834138,0.612412,0.360657,0.395035,0.515036,0.691127
pegsol-strips:4-p12.pddl,0.903479,0.472648,0.326332,14.3059,0.595986,0.560691,0.598127,0.615078,0.386103,0.475889,0.380119,2.80601
pegsol-strips:4-p15.pddl,0.618805,15.0092,0.455551,13.0162,0.714621,0.635959,0.672514,0.649763,0.447866,0.462674,0.424208,-
petri-net-alignment-strips:0-p01.pddl,1.22579,4.53425,7.44962,14.7176,1.20742,1.08811,2.12255,2.169,-,-,-,-
petri-net-alignment-strips:0-p02.pddl,1.808,-,19.4115,27.1682,2.65264,2.43906,2.32794,2.54603,-,-,-,-
petri-net-alignment-strips:0-p03.pddl,1.98316,75.3441,47.0284,34.5957,8.34994,3.91205,3.35501,3.41466,-,-,-,-
petri-net-alignment-strips:0-p04.pddl,2.40676,4.48593,52.8255,19.1724,5.60016,4.19326,3.26209,3.10561,-,-,-,-
petri-net-alignment-strips:0-p05.pddl,1.59617,-,16.5251,23.5093,2.09649,1.6954,2.63481,2.89239,-,-,-,-
petri-net-alignment-strips:0-p06.pddl,2.20761,-,55.3643,40.7397,17.0674,5.91229,3.81135,4.06278,-,-,-,-
petri-net-alignment-strips:0-p07.pddl,1.90707,-,39.3699,30.5259,5.30627,3.89173,2.99048,2.97287,-,-,-,-
petri-net-alignment-strips:0-p08.pddl,2.01567,8.10902,55.2799,42.969,3.5773,5.00982,4.14245,4.16051,-,-,-,-
petri-net-alignment-strips:0-p09.pddl,2.50175,-,47.3993,28.7455,6.86475,4.54737,3.09338,3.05808,-,-,-,-
petri-net-alignment-strips:0-p10.pddl,4.04678,-,189.118,-,8.85774,8.71567,5.08198,5.03889,-,-,-,-
petri-net-alignment-strips:0-p11.pddl,2.81148,23.34,77.3462,22.1016,8.50029,6.48276,3.83676,3.74516,-,-,-,-
petri-net-alignment-strips:0-p12.pddl,6.09442,11.1739,-,170.21,20.1636,14.1551,9.09133,10.4437,-,-,-,-
petri-net-alignment-strips:0-p13.pddl,4.06404,12.2454,236.601,27.1804,7.49072,5.57619,4.53876,4.72175,-,-,-,-
petri-net-alignment-strips:0-p14.pddl,4.13956,42.4923,198.703,28.8206,16.5989,10.9196,7.77002,7.58917,-,-,-,-
petri-net-alignment-strips:0-p15.pddl,3.21115,8.16305,159.646,32.9236,14.5838,11.237,5.28683,5.45837,-,-,-,-
petri-net-alignment-strips:0-p16.pddl,4.44626,9.86043,-,33.914,97.5109,27.5521,5.11154,5.11762,-,-,-,-
petri-net-alignment-strips:0-p17.pddl,5.93106,14.2319,-,49.1349,11.9664,8.24101,5.43953,5.72042,-,-,-,-
petri-net-alignment-strips:0-p18.pddl,4.78453,12.7766,297.567,80.4192,22.6651,14.5356,5.25266,5.47115,-,-,-,-
petri-net-alignment-strips:0-p19.pddl,4.51396,29.9887,-,30.4942,129.158,35.3258,6.27764,6.47784,-,-,-,-
petri-net-alignment-strips:0-p20.pddl,6.0503,44.3224,-,-,26.7912,17.0098,8.99677,8.06611,-,-,-,-
philosophers-adl:0-p07-phil8.pddl,0.811877,-,-,-,-,-,-,0.773007,-,-,-,-
philosophers-adl:0-p15-phil16.pddl,1.55375,-,-,-,-,-,-,1.74325,-,-,-,-
philosophers-adl:0-p16-phil17.pddl,2.47386,-,-,-,-,-,-,1.99009,-,-,-,-
philosophers-adl:0-p17-phil18.pddl,1.45174,-,-,-,-,-,-,2.44852,-,-,-,-
philosophers-adl:0-p19-phil20.pddl,3.32369,-,-,-,-,-,-,3.24287,-,-,-,-
philosophers-adl:0-p21-phil22.pddl,4.73008,-,-,-,-,-,-,4.3814,-,-,-,-
philosophers-adl:0-p22-phil23.pddl,3.70494,-,-,-,-,-,-,5.26283,-,-,-,-
philosophers-adl:0-p23-phil24.pddl,2.47312,-,-,-,-,-,-,6.51761,-,-,-,-
philosophers-adl:0-p24-phil25.pddl,2.55298,-,-,-,-,-,-,7.58399,-,-,-,-
philosophers-adl:0-p25-phil26.pddl,3.50761,-,-,-,-,-,-,8.6095,-,-,-,-
philosophers-adl:0-p26-phil27.pddl,5.32963,-,-,-,-,-,-,10.182,-,-,-,-
philosophers-adl:0-p28-phil29.pddl,4.32153,-,-,-,-,-,-,13.9683,-,-,-,-
philosophers-adl:0-p29-phil30.pddl,4.90245,-,-,-,-,-,-,16.4592,-,-,-,-
philosophers-adl:0-p31-phil32.pddl,6.85278,-,-,-,-,-,-,22.5052,-,-,-,-
philosophers-adl:0-p33-phil34.pddl,6.12217,-,-,-,-,-,-,29.1674,-,-,-,-
philosophers-adl:0-p34-phil35.pddl,5.10245,-,-,-,-,-,-,32.1051,-,-,-,-
philosophers-adl:0-p35-phil36.pddl,9.98848,-,-,-,-,-,-,37.7317,-,-,-,-
philosophers-adl:0-p36-phil37.pddl,6.96026,-,-,-,-,-,-,42.7956,-,-,-,-
philosophers-adl:0-p37-phil38.pddl,7.66656,-,-,-,-,-,-,49.108,-,-,-,-
philosophers-adl:0-p38-phil39.pddl,10.3688,-,-,-,-,-,-,56.1126,-,-,-,-
