filename,ipc2014-agl-jasper:default,ipc2014-agl-mpc:default,ipc2014-agl-probe:default,ipc2018-agl-freelunch-madagascar:default,ipc2018-agl-mercury2014:agl,ipc2018-agl-merwin:agl,ipc2018-agl-olcff:default,ipc2018-agl-saarplan:default,ipc2018-lapkt-bfws:bfws-pref-agl,ipc2018-lapkt-bfws:dual-bfws-agl,ipc2018-lapkt-bfws:poly-bfws,ipc2018-lapkt-dfs-plus:default
caldera-split-adl:0-p14.pddl,28.4194,-,-,-,-,-,19.7174,7.32576,-,32.6089,-,-
caldera-split-adl:0-p15.pddl,45.0466,-,-,-,-,-,-,-,-,51.6382,150.299,-
caldera-split-adl:0-p16.pddl,5.30421,3.19621,-,-,-,-,4.29031,5.29031,-,6.08544,-,-
caldera-split-adl:0-p17.pddl,-,-,-,-,-,-,30.0771,31.0288,-,222.675,-,-
caldera-split-adl:0-p18.pddl,-,-,-,-,-,-,46.0668,44.4034,-,109.399,-,-
caldera-split-adl:0-p19.pddl,6.69493,39.2999,-,-,-,-,5.6018,6.38741,-,39.6399,-,-
caldera-split-adl:0-p20.pddl,22.4937,53.9688,-,-,-,-,4.01055,4.02411,-,55.188,-,-
caldera-split-adl:1-p01.pddl,1.97205,0.53008,28.0782,5.63238,-,-,2.96596,2.59591,-,0.741444,5.04035,77.0287
caldera-split-adl:1-p03.pddl,9.8254,84.5882,-,203.2,-,-,3.60828,3.49366,-,3.23956,213.113,-
caldera-split-adl:1-p04.pddl,4.30697,36.9271,-,266.223,-,-,3.87751,4.55357,-,2.4226,17.7825,-
caldera-split-adl:1-p05.pddl,6.31643,2.66879,-,-,-,-,4.39163,5.02394,4.98065,10.9799,194.766,-
caldera-split-adl:1-p06.pddl,19.2755,-,-,-,-,-,3.78885,4.19322,-,4.0458,-,-
caldera-split-adl:1-p07.pddl,58.9414,-,-,-,-,-,30.4445,33.6888,-,111.552,-,-
caldera-split-adl:1-p08.pddl,-,-,-,-,-,-,-,-,-,280.05,-,-
caldera-split-adl:1-p09.pddl,-,-,-,-,-,-,267.715,-,-,-,-,-
caldera-split-adl:1-p10.pddl,20.6043,-,-,-,-,-,66.1725,30.0568,-,106.879,-,-
caldera-split-adl:1-p12.pddl,294.406,-,-,-,-,-,-,-,-,-,-,-
caldera-split-adl:1-p13.pddl,-,-,-,-,-,-,79.0774,-,-,-,-,-
cavediving-adl:0-testing01.pddl,-,-,-,-,-,-,-,-,-,14.4018,-,-
cavediving-adl:0-testing05A_easy.pddl,2.09282,35.7215,-,18.8877,16.3173,31.0534,14.9082,0.730028,0.579939,0.528753,1.01794,-
cavediving-adl:0-testing06A_easy.pddl,0.722019,47.2147,-,18.7424,16.5416,31.288,15.8146,0.740415,0.579398,0.581367,1.00509,-
cavediving-adl:0-testing07_easy.pddl,0.664033,21.5256,-,44.4892,26.328,49.1781,1.45396,1.4133,0.71558,0.619992,0.740969,-
cavediving-adl:0-testing08_easy.pddl,1.14508,47.776,-,18.8263,16.2458,31.5903,15.3032,0.723951,0.617092,0.544646,0.975235,-
cavediving-adl:0-testing18A_easy.pddl,2.52933,-,-,69.766,59.2706,108.376,1.39042,1.83168,0.870839,0.790922,0.993921,-
cavediving-adl:0-testing18_easy.pddl,1.15449,0.40444,2.55513,118.201,127.568,227.87,53.8374,1.59224,1.32174,0.948334,0.910726,-
cavediving-adl:0-testing20A_easy.pddl,2.43327,-,-,70.5606,35.6702,45.6272,0.862016,15.78,0.642825,52.5543,1.31398,-
childsnack-strips:0-p23.pddl,-,-,-,2.43553,-,-,-,49.8715,-,-,-,-
childsnack-strips:0-p24.pddl,-,-,-,3.81771,-,-,-,209.155,-,-,-,-
childsnack-strips:1-p11.pddl,-,-,-,16.609,-,-,-,210.164,-,-,-,-
childsnack-strips:1-p12.pddl,-,-,-,37.0375,-,-,198.296,210.69,-,-,-,-
childsnack-strips:1-p13.pddl,-,-,-,40.2893,-,-,-,214.489,-,-,-,-
childsnack-strips:1-p14.pddl,-,-,-,231.845,-,-,-,211.738,-,-,-,-
childsnack-strips:1-p15.pddl,-,-,-,123.636,-,-,-,216.9,-,-,-,-
childsnack-strips:1-p16.pddl,-,-,-,-,-,-,-,221.168,-,-,-,-
childsnack-strips:1-p17.pddl,-,-,-,-,-,-,-,261.322,-,-,-,-
childsnack-strips:1-p18.pddl,-,-,-,-,-,-,-,247.359,-,-,-,-
childsnack-strips:1-p19.pddl,-,-,-,-,-,-,-,258.739,-,-,-,-
childsnack-strips:1-p21.pddl,-,-,-,49.8867,-,-,-,155.319,-,-,-,-
childsnack-strips:1-p23.pddl,-,-,-,161.757,-,-,-,212.16,-,-,-,-
childsnack-strips:1-p24.pddl,-,-,-,104.881,-,-,-,218.569,-,-,-,-
childsnack-strips:1-p25.pddl,-,-,-,-,-,-,-,233.396,-,-,-,-
childsnack-strips:1-p26.pddl,-,-,-,242.244,-,-,-,239.592,-,-,-,-
childsnack-strips:1-p27.pddl,-,-,-,-,-,-,-,236.303,-,-,-,-
childsnack-strips:1-p28.pddl,-,-,-,-,-,-,-,287.565,-,-,-,-
childsnack-strips:1-p29.pddl,-,-,-,132.471,-,-,-,-,-,-,-,-
childsnack-strips:1-p30.pddl,-,-,-,-,-,-,-,230.239,-,-,-,-
childsnack-strips:2-child-snack_pfile09.pddl,-,-,-,2.40979,-,-,-,28.6962,-,-,-,-
childsnack-strips:3-child-snack_pfile11.pddl,-,-,-,5.53462,-,-,-,209.058,-,-,-,-
childsnack-strips:3-child-snack_pfile12.pddl,-,-,-,28.4478,-,-,-,209.763,-,-,-,-
childsnack-strips:3-child-snack_pfile13-2.pddl,-,-,-,17.8105,-,-,-,212.237,-,-,-,-
childsnack-strips:3-child-snack_pfile13.pddl,-,-,-,45.4628,-,-,-,210.83,-,-,-,-
childsnack-strips:3-child-snack_pfile14.pddl,-,-,-,17.9501,-,-,-,210.61,-,-,-,-
childsnack-strips:3-child-snack_pfile15-2.pddl,-,-,-,99.8401,-,-,-,210.962,-,-,-,-
childsnack-strips:3-child-snack_pfile16-2.pddl,-,-,-,109.816,-,-,-,210.423,-,-,-,-
childsnack-strips:3-child-snack_pfile19-2.pddl,-,-,-,48.7362,-,-,201.298,214.107,-,-,-,-
childsnack-strips:3-child-snack_pfile19.pddl,-,-,-,-,-,-,-,221.842,-,-,-,-
citycar-adl:2-p095.pddl,-,-,-,-,-,-,18.5605,26.5321,-,-,-,-
citycar-adl:2-p096.pddl,-,-,-,-,-,-,14.0085,12.4305,-,-,-,-
citycar-adl:2-p122.pddl,-,-,-,-,-,-,18.1206,14.544,-,-,-,-
citycar-adl:2-p123.pddl,-,-,-,-,-,-,18.4747,18.6291,-,-,-,-
citycar-adl:2-p126.pddl,-,-,-,-,-,-,44.5591,23.4062,-,-,-,-
citycar-adl:2-p127.pddl,-,-,-,-,-,-,29.344,43.1744,-,-,-,-
citycar-adl:2-p128.pddl,-,-,-,-,-,-,39.4305,17.3658,-,-,-,-
citycar-adl:2-p133.pddl,-,-,-,-,-,-,17.322,34.5373,-,-,-,-
citycar-adl:2-p136.pddl,-,-,-,-,-,-,23.2078,24.0101,-,-,-,-
citycar-adl:2-p137.pddl,-,-,-,-,-,-,27.7246,33.8171,-,-,-,-
citycar-adl:2-p138.pddl,-,-,-,-,-,-,25.4006,20.3268,-,-,-,-
citycar-adl:2-p140.pddl,-,-,-,-,-,-,19.5409,29.5889,-,-,-,-
citycar-adl:2-p141.pddl,-,-,-,-,-,-,33.4962,54.4605,-,-,-,-
citycar-adl:2-p142.pddl,-,-,-,-,-,-,110.502,90.0342,-,-,-,-
citycar-adl:2-p143.pddl,-,-,-,-,-,-,72.0688,32.8467,-,-,-,-
citycar-adl:2-p144.pddl,-,-,-,-,-,-,58.5193,47.288,-,-,-,-
citycar-adl:2-p238.pddl,-,-,-,-,-,-,18.4727,17.6383,-,-,-,-
citycar-adl:2-p239.pddl,-,-,-,-,-,-,14.1414,8.265,-,-,-,-
citycar-adl:2-p267.pddl,-,-,-,-,-,-,18.554,22.5635,-,-,-,-
citycar-adl:2-p268.pddl,-,-,-,-,-,-,21.0788,19.167,-,-,-,-
citycar-adl:2-p271.pddl,-,-,-,-,-,-,35.7292,27.8354,-,-,-,-
citycar-adl:2-p272.pddl,-,-,-,-,-,-,37.55,30.0532,-,-,-,-
citycar-adl:2-p281.pddl,-,-,-,-,-,-,23.7906,31.0112,-,-,-,-
citycar-adl:2-p282.pddl,-,-,-,-,-,-,28.2489,23.4441,-,-,-,-
citycar-adl:2-p283.pddl,-,-,-,-,-,-,36.6401,43.9645,-,-,-,-
citycar-adl:2-p284.pddl,-,-,-,-,-,-,48.6808,48.5742,-,-,-,-
citycar-adl:2-p285.pddl,-,-,-,-,-,-,75.3938,73.8828,-,-,-,-
citycar-adl:2-p286.pddl,-,-,-,-,-,-,42.5486,72.0195,-,-,-,-
citycar-adl:2-p287.pddl,-,-,-,-,-,-,78.17,26.432,-,-,-,-
citycar-adl:2-p288.pddl,-,-,-,-,-,-,114.908,-,-,-,-,-
data-network-strips:1-p06.pddl,24.0221,-,5.62223,-,-,269.012,8.31162,19.4549,13.7391,209.563,177.137,-
data-network-strips:1-p08.pddl,17.0457,-,-,22.241,33.6567,45.8611,9.10431,9.37757,12.4046,12.7867,12.7834,55.7905
data-network-strips:1-p10.pddl,9.86107,-,-,-,8.18505,23.3589,13.139,30.774,155.553,-,-,8.82636
data-network-strips:1-p12.pddl,119.779,-,-,247.494,-,-,14.5917,29.0772,-,186.485,-,-
data-network-strips:1-p13.pddl,34.6108,-,-,-,9.80205,20.4208,20.6319,19.2144,-,-,297.499,-
data-network-strips:1-p14.pddl,36.0324,-,-,-,12.4305,17.3489,16.0211,24.0627,-,-,-,-
data-network-strips:1-p15.pddl,203.923,-,-,-,-,-,243.5,-,-,-,-,-
data-network-strips:1-p16.pddl,41.0317,-,-,-,-,-,232.248,21.4152,-,-,-,-
data-network-strips:1-p17.pddl,63.0831,-,-,-,-,37.4917,37.9871,22.1028,-,-,-,-
data-network-strips:1-p19.pddl,36.5653,-,-,-,-,114.792,77.1713,155.971,-,-,160.224,-
data-network-strips:1-p20.pddl,-,-,-,-,-,-,138.284,146.698,293.47,-,-,-
data-network-strips:1-p21.pddl,-,-,-,-,-,158.66,297.453,206.688,-,-,-,-
data-network-strips:1-p22.pddl,176.147,-,-,-,27.7682,100.377,192.884,58.3477,-,-,-,-
data-network-strips:1-p24.pddl,159.002,-,-,-,-,-,149.512,163.769,-,-,-,-
data-network-strips:1-p26.pddl,-,-,-,-,-,-,259.414,70.2304,-,-,-,-
data-network-strips:1-p27.pddl,51.0546,-,-,-,-,-,72.0637,37.4523,-,-,-,-
data-network-strips:1-p28.pddl,-,-,-,-,-,178.253,-,212.863,-,-,-,-
data-network-strips:1-p29.pddl,-,-,-,-,-,-,165.292,-,-,-,-,-
data-network-strips:3-p04.pddl,3.61581,-,1.89209,-,7.26722,4.45978,3.50352,37.4906,8.80499,230.812,64.7862,-
data-network-strips:3-p06.pddl,29.8128,-,-,-,-,34.527,198.418,133.177,-,251.001,80.6528,-
data-network-strips:3-p07.pddl,33.078,-,-,-,-,279.61,11.2256,39.6921,-,-,207.596,-
data-network-strips:3-p08.pddl,190.033,-,-,-,-,170.609,199.896,130.58,-,-,-,-
data-network-strips:3-p09.pddl,100.891,-,20.0302,-,17.1489,97.9772,218.025,188.307,-,-,-,-
data-network-strips:3-p10.pddl,124.403,-,-,-,-,-,-,-,-,-,-,-
data-network-strips:3-p13.pddl,8.17969,-,12.5093,-,32.0404,25.0151,4.3525,4.36021,13.9146,-,49.83,185.028
data-network-strips:3-p15.pddl,26.6649,-,6.89474,-,-,-,19.2332,16.8217,16.9358,7.73145,7.55015,-
data-network-strips:3-p16.pddl,225.377,-,18.3038,-,-,-,99.6387,39.7552,154.92,-,-,-
data-network-strips:3-p17.pddl,21.2691,-,-,-,114.113,-,21.8496,114.586,-,-,-,-
data-network-strips:3-p18.pddl,-,-,-,-,-,212.229,240.602,158.063,-,-,-,-
data-network-strips:3-p20.pddl,-,-,-,-,-,-,-,204.106,-,-,-,-
depots-strips:0-p09.pddl,1.72276,0.699425,0.78577,1.6502,11.9841,15.0812,2.09278,2.56684,9.55935,0.973269,1.00394,1.74281
depots-strips:0-p10.pddl,4.15772,0.742712,0.783932,2.67497,17.5979,22.5346,2.63551,2.76466,10.812,32.6946,8.86882,2.25612
depots-strips:0-p11.pddl,6.9248,0.99386,1.15814,3.06824,-,23.5326,3.40616,3.47528,1.76402,174.594,12.116,4.85365
depots-strips:0-p12.pddl,3.60296,1.22496,1.95508,2.8259,4.31658,13.2943,4.27029,4.77753,3.42625,2.14083,2.14066,17.2815
depots-strips:0-p21.pddl,2.81708,0.537826,0.621358,39.8165,3.78011,10.1151,1.6279,1.72173,1.03522,11.3034,7.88131,2.34225
depots-strips:0-p26.pddl,1.18297,0.418093,0.416937,0.85459,1.66026,4.62382,1.19615,1.19154,0.618445,3.00084,1.39687,0.71327
depots-strips:0-p29.pddl,3.46304,0.689231,0.910104,1.48137,223.134,34.4133,2.34118,2.46299,9.25004,30.0874,13.9327,2.32715
depots-strips:0-p30.pddl,9.68479,0.794249,0.935433,2.03522,-,13.9886,3.09893,2.96427,16.5686,-,58.0646,4.88216
depots-strips:1-p05.pddl,4.60453,2.20175,1.45744,5.36902,6.23436,5.83733,5.41245,5.37982,2.79708,2.3068,2.33882,2.8003
depots-strips:1-p06.pddl,10.8897,4.48422,5.78573,-,17.9813,36.2148,10.2237,10.2605,5.63927,4.61662,4.74921,7.32142
depots-strips:1-p07.pddl,10.2833,6.21302,10.7497,-,11.671,11.9781,13.8982,14.6722,7.61751,6.42591,6.53533,11.8818
depots-strips:1-p08.pddl,44.2496,10.1108,17.9863,-,156.666,83.1009,21.5532,23.3552,10.3094,10.5428,10.3254,12.9509
depots-strips:1-p09.pddl,89.5683,17.6901,28.178,-,236.485,-,33.3568,34.0569,17.5774,16.712,17.1455,66.4806
depots-strips:1-p10.pddl,41.6556,27.0954,53.5103,-,-,-,44.7593,40.4232,33.5774,31.3165,31.5357,39.6167
depots-strips:1-p11.pddl,66.074,-,89.4924,-,163.399,-,72.8943,66.1119,42.2543,-,-,207.396
depots-strips:1-p12.pddl,68.5499,-,101.234,-,-,-,80.5701,78.9666,54.6481,53.2681,53.1072,109.46
depots-strips:1-p13.pddl,246.053,-,142.545,-,-,-,111.839,110.946,77.5723,77.3432,71.4209,-
depots-strips:1-p14.pddl,191.476,-,228.694,-,140.158,191.041,178.412,165.614,105.834,111.767,112.519,-
depots-strips:1-p15.pddl,170.417,-,-,-,190.707,187.067,172.346,199.333,130.73,132.514,131.978,160.177
depots-strips:1-p16.pddl,-,-,-,-,-,-,223.185,-,229.922,164.923,168.479,236.233
depots-strips:1-p17.pddl,-,-,-,-,-,-,-,-,234.575,259.848,254.59,-
depots-strips:2-p06.pddl,12.0879,0.486164,0.544079,1.31248,-,36.0493,1.34705,1.47014,2.51865,64.5972,17.0901,1.27677
depots-strips:2-p09.pddl,1.9493,0.625156,0.67733,5.06596,41.1931,11.8647,1.48482,1.49786,0.903786,0.708175,0.684573,1.45825
depots-strips:2-p12.pddl,6.79297,0.790017,0.97446,8.78301,-,20.7554,2.19848,2.30888,9.84938,1.1168,1.15211,2.01126
depots-strips:2-p14.pddl,1.59898,0.505872,0.441996,0.917096,164.055,1.32324,1.36236,1.33458,0.749216,0.886051,0.832013,1.77704
depots-strips:2-p15.pddl,8.1121,0.840142,0.790639,3.42361,76.0962,22.0847,2.48488,2.85957,1.64386,35.0468,37.0575,2.33508
depots-strips:2-p18.pddl,2.69081,0.953104,1.39126,2.37081,2.44597,3.14574,3.0335,3.20321,2.47842,1.53406,1.49083,2.48169
depots-strips:2-p19.pddl,1.52876,0.45076,0.45806,0.903439,3.07874,6.16078,1.34232,1.45637,0.77189,1.14754,1.11148,1.11595
depots-strips:2-p20.pddl,-,1.12539,1.467,7.4377,-,74.0318,3.57988,3.86771,3.07427,10.2427,11.4091,3.63644
depots-strips:2-p22.pddl,18.0878,5.61935,13.1534,14.0158,-,-,15.1019,15.2655,15.0763,11.6398,11.7869,21.876
driverlog-strips:0-p19.pddl,3.1233,1.01429,0.594072,78.6106,2.04281,4.00423,1.03661,1.02786,0.649241,6.9106,6.03114,0.669896
driverlog-strips:0-p21.pddl,0.798355,0.652656,0.371631,0.895019,0.827852,1.89088,0.672878,2.09602,0.847463,0.527783,0.415289,1.07731
driverlog-strips:1-p01.pddl,1.00989,0.556237,0.504017,2.1569,0.786391,1.11212,0.962879,1.56568,0.587716,0.565727,0.593949,0.964247
driverlog-strips:1-p02.pddl,1.21325,0.645359,0.558211,2.33492,1.06575,1.12545,1.53242,1.26218,0.777591,0.729663,0.742448,20.9986
driverlog-strips:1-p03.pddl,1.82549,1.19853,0.935,141.545,2.83046,1.48948,2.75397,2.42492,0.99434,0.869572,0.838776,27.0417
driverlog-strips:1-p04.pddl,1.99828,1.74418,1.28169,-,1.666,1.84302,20.517,9.62861,1.7261,1.55703,1.41534,13.412
driverlog-strips:1-p05.pddl,2.18565,2.30096,4.61611,-,2.31029,2.46951,5.18115,3.78718,1.75092,1.67041,1.61988,3.84975
driverlog-strips:1-p06.pddl,3.50299,7.66149,10.9381,-,6.90827,9.89108,7.58905,5.21,4.03384,2.60019,2.59058,25.3831
driverlog-strips:1-p07.pddl,4.78439,14.4554,11.3823,-,4.04982,5.16181,176.766,15.2949,3.21617,3.04655,3.14548,-
driverlog-strips:1-p08.pddl,5.48788,17.164,13.2707,-,5.75684,6.55224,51.7602,27.6621,6.42293,5.75892,6.09258,59.1911
driverlog-strips:1-p09.pddl,4.87467,12.4521,40.9779,-,5.07501,6.7993,105.172,11.8049,5.94165,5.53289,5.38385,-
driverlog-strips:1-p10.pddl,6.45255,-,27.8459,-,20.0962,53.4023,46.8661,71.3266,9.65857,8.84048,8.91042,61.5596
driverlog-strips:1-p11.pddl,12.1248,-,58.6626,-,21.3704,19.2503,-,45.1165,14.8554,12.9274,12.5324,-
driverlog-strips:1-p12.pddl,22.9172,-,146.863,-,25.2365,67.3145,-,232.065,36.0851,32.357,32.1112,-
driverlog-strips:1-p13.pddl,30.5006,-,220.84,-,203.161,234.555,-,232.359,34.5641,31.9314,33.128,-
driverlog-strips:1-p14.pddl,35.5755,91.1249,258.318,-,40.0202,121.033,-,234.96,62.1688,59.9234,54.1351,-
driverlog-strips:1-p15.pddl,32.182,-,172.965,-,40.0208,76.3501,-,239.217,35.5965,49.206,52.1923,-
driverlog-strips:1-p16.pddl,38.9241,-,-,-,44.7818,95.2323,-,246.592,40.5292,39.896,40.1357,-
driverlog-strips:1-p17.pddl,151.745,-,-,-,103.556,254.416,-,257.657,52.2946,56.2555,53.9851,-
driverlog-strips:1-p18.pddl,159.901,-,-,-,-,-,-,249.424,143.402,124.547,117.735,-
driverlog-strips:1-p19.pddl,180.136,-,-,-,-,-,-,267.262,170.456,145.831,143.783,-
driverlog-strips:1-p20.pddl,246.858,-,-,-,128.726,274.215,-,275.161,168.107,171.293,172.467,-
driverlog-strips:1-p21.pddl,96.8982,-,-,-,-,-,-,-,144.293,135.968,135.908,-
driverlog-strips:1-p22.pddl,-,-,-,-,190.963,-,-,-,180.684,280.552,280.951,-
driverlog-strips:1-p23.pddl,-,-,-,-,270.742,-,-,-,205.295,292.367,296.982,-
driverlog-strips:2-p16.pddl,1.74271,-,0.621348,31.449,-,9.39747,69.4277,6.97173,1.00314,0.885059,0.848822,-
driverlog-strips:2-p17.pddl,1.46993,0.710377,0.806246,9.34462,1.56797,1.87321,2.52537,2.00395,1.46859,1.10624,1.11291,1.74859
driverlog-strips:2-p18.pddl,2.06461,1.25778,1.83937,32.6927,2.17609,2.93119,44.6213,3.1079,1.98048,1.51077,1.58706,-
driverlog-strips:2-p19.pddl,3.10657,158.303,3.1979,-,2.52646,4.71393,186.879,7.67309,2.28319,2.17503,1.89346,-
driverlog-strips:2-p20.pddl,4.06661,2.47187,4.8339,-,3.5801,19.472,7.98936,6.16368,2.7942,2.5427,2.66108,-
elevators-strips:1-p09.pddl,4.5775,18.6492,8.32636,-,2.15417,2.10796,8.23288,4.11295,4.18804,3.24811,3.21196,4.46883
elevators-strips:1-p10.pddl,5.31182,26.2431,9.64156,-,2.29458,2.49809,11.2865,4.97585,4.89486,3.52082,3.607,6.4152
elevators-strips:1-p11.pddl,6.46711,39.6611,12.2814,-,2.59154,2.87164,17.4534,6.39285,7.63174,4.75645,4.91609,7.64634
elevators-strips:1-p12.pddl,5.75212,56.4993,14.0955,-,3.01351,3.33932,14.2005,7.56591,7.52742,5.11506,5.43972,9.15994
elevators-strips:1-p13.pddl,7.50246,80.2709,50.3069,-,3.3721,3.60117,48.5997,9.39827,12.3861,11.4389,11.7058,18.1381
elevators-strips:1-p14.pddl,11.6573,109.94,57.3261,-,3.96293,4.15851,42.6744,11.3658,16.8872,14.942,15.0737,19.501
elevators-strips:1-p15.pddl,16.0742,151.491,100.393,-,4.19513,4.73734,95.1905,13.7466,21.2102,14.2198,14.3199,32.5436
elevators-strips:1-p16.pddl,22.022,204.217,67.3914,-,4.66943,5.66884,82.3231,16.1649,22.8139,18.4581,18.7782,33.4043
elevators-strips:1-p17.pddl,41.56,270.331,187.971,-,5.49001,5.88501,162.973,19.5086,31.1488,26.7023,25.2737,43.1337
elevators-strips:1-p18.pddl,33.5736,-,-,-,5.8554,6.74888,129.252,23.6578,29.6358,35.6142,37.2995,48.536
elevators-strips:1-p19.pddl,51.1638,-,297.507,-,6.65656,7.49359,-,26.6456,42.4975,42.7941,44.844,84.6585
elevators-strips:1-p20.pddl,39.8173,-,228.998,-,7.34728,8.19255,-,21.1223,43.625,41.1728,41.3058,79.6705
elevators-strips:1-p21.pddl,78.8523,-,-,-,8.03065,10.3873,-,25.6547,59.1953,49.9891,50.6512,113.601
elevators-strips:1-p22.pddl,130.999,-,-,-,8.7402,10.6162,-,26.795,73.7026,56.0052,56.1822,132.362
elevators-strips:1-p23.pddl,65.8999,-,-,-,9.44233,11.4295,-,31.915,70.8547,61.7405,62.6018,131.494
elevators-strips:1-p24.pddl,52.2711,-,-,-,10.0535,12.2852,-,35.0365,106.312,90.6048,93.6007,161.35
elevators-strips:1-p25.pddl,90.2495,-,-,-,11.671,14.7803,-,40.2664,128.955,112.729,111.722,239.096
elevators-strips:1-p26.pddl,101.888,-,-,-,12.12,15.2205,-,44.7013,141.296,114.954,116.732,241.233
elevators-strips:1-p27.pddl,192.674,-,-,-,13.1509,16.1894,-,52.8561,120.71,129.997,129.862,233.514
elevators-strips:1-p28.pddl,263.666,-,-,-,14.4108,17.5965,-,59.5332,155.82,159.494,155.235,-
elevators-strips:1-p29.pddl,103.718,-,-,-,15.4632,21.0069,-,68.5221,215.344,175.92,175.813,-
elevators-strips:1-p30.pddl,155.651,-,-,-,16.7437,21.9022,-,36.1785,209.298,220.133,219.339,-
elevators-strips:3-p11.pddl,15.098,9.72388,49.5947,-,5.31861,6.32413,15.7911,13.2184,11.6963,10.9887,11.3651,13.3353
elevators-strips:3-p12.pddl,13.445,13.911,82.2823,-,5.84969,6.95064,16.3969,14.2547,15.4976,10.2377,10.1264,18.8166
elevators-strips:3-p13.pddl,13.9894,11.9345,149.513,-,6.0944,6.48811,19.0246,15.0496,12.8581,10.9567,11.1037,24.1661
elevators-strips:3-p15.pddl,16.0903,16.0669,113.037,-,6.98974,8.0989,23.5603,18.1087,22.7033,15.5651,14.9968,109.257
elevators-strips:3-p16.pddl,17.0985,-,131.596,-,6.49957,7.54307,22.5047,17.4404,18.8752,12.3092,12.6691,23.4315
elevators-strips:3-p17.pddl,30.7743,49.6064,159.04,-,7.46191,8.50729,28.6583,21.3651,19.3769,17.859,17.2821,25.1263
elevators-strips:3-p19.pddl,54.9427,-,-,-,8.53516,11.6829,54.0654,29.5166,26.1375,24.0919,23.6371,-
elevators-strips:3-p20.pddl,36.1141,75.0551,-,-,9.77339,11.4491,52.078,25.9829,35.2388,23.8572,24.3016,-
ferry-strips:0-p010.pddl,0.614504,0.299392,0.325471,24.7661,0.509369,0.488578,0.555859,0.521986,0.437139,0.380551,0.394787,0.348515
ferry-strips:0-p011.pddl,0.709994,0.330129,0.311596,-,0.550652,0.542364,0.584705,0.639688,0.45134,0.458082,0.551393,0.370938
ferry-strips:0-p021.pddl,0.643553,0.256467,0.337914,45.3091,0.519244,0.553492,0.481638,0.578074,0.364675,0.398743,0.401863,0.403281
ferry-strips:0-p022.pddl,0.661948,0.32167,0.389979,-,0.550839,0.553508,0.527968,0.514853,0.402978,0.383157,0.373825,0.373807
ferry-strips:0-p031.pddl,0.74335,0.352931,0.331686,44.4155,0.513212,0.602523,0.591313,0.610473,0.41158,0.352324,0.467988,0.343511
ferry-strips:0-p044.pddl,0.785377,0.331956,0.355819,180.311,0.451797,0.514695,0.508868,0.545372,0.415668,0.458512,0.398987,0.453007
ferry-strips:0-p052.pddl,0.757858,0.398497,0.345459,13.8471,0.492472,0.623959,0.551858,0.631198,0.35675,0.400384,0.354338,0.391815
ferry-strips:0-p053.pddl,0.689008,0.393306,0.397024,5.23184,0.573664,0.594215,0.547287,0.578785,0.52837,0.377867,0.397994,0.442473
ferry-strips:0-p055.pddl,0.837353,0.410088,0.360266,215.125,0.590869,0.626071,0.598604,0.692781,0.387633,0.468766,0.420967,0.434263
ferry-strips:0-p062.pddl,0.670847,0.437951,0.340827,2.23682,0.511886,0.593278,0.637485,0.613148,0.45592,0.411303,0.440216,0.36404
ferry-strips:0-p064.pddl,0.793963,0.399277,0.370805,47.3135,0.599432,0.57339,0.493832,0.540989,0.448863,0.442307,0.435881,0.396332
ferry-strips:0-p066.pddl,0.752777,0.413049,0.372569,-,0.674967,0.518976,0.630292,0.550158,0.38811,0.411093,0.386412,0.427067
ferry-strips:0-p072.pddl,0.708043,0.356662,0.397851,3.13149,0.733868,0.585502,0.560703,0.580226,0.445942,0.422013,0.405449,0.436238
ferry-strips:0-p073.pddl,0.68377,0.351911,0.351035,6.68475,0.624065,0.49753,0.577363,0.544823,0.432582,0.382239,0.40249,0.38523
ferry-strips:0-p077.pddl,0.830028,0.338893,0.356498,-,0.604712,0.561576,0.641214,0.598289,0.521669,0.434595,0.409288,0.3816
ferry-strips:0-p084.pddl,0.591101,0.453969,0.357417,7.41145,0.582966,0.738565,0.553352,0.584213,0.45431,0.391871,0.380215,0.413829
ferry-strips:0-p087.pddl,0.649472,0.480105,0.42804,-,0.524787,0.622409,0.688186,0.629148,0.393621,0.395242,0.394617,0.447745
ferry-strips:0-p088.pddl,0.767001,0.394839,0.376589,-,0.613739,0.559748,0.678022,0.661238,0.463338,0.412971,0.444561,0.394251
ferry-strips:0-p095.pddl,0.635213,0.443172,0.368771,6.89454,0.494566,0.536443,0.576208,0.653081,0.377731,0.398565,0.431761,0.403841
ferry-strips:0-p097.pddl,0.763595,0.454925,0.340545,144.727,0.612316,0.638567,0.66392,0.667543,0.393279,0.452293,0.388952,0.412033
ferry-strips:0-p099.pddl,0.77853,0.425742,0.38109,-,0.613515,0.570562,0.740011,0.6652,0.399094,0.421974,0.422495,0.441219
ferry-strips:0-p106.pddl,0.747143,0.385108,0.347069,3.94204,0.517405,0.572508,0.639334,0.583999,0.381569,0.463976,0.384905,0.429955
ferry-strips:0-p117.pddl,0.594786,0.374933,0.368538,1.04443,0.524499,0.635064,0.607093,0.577963,0.419373,0.395406,0.45675,0.415593
ferry-strips:0-p119.pddl,0.756179,0.373397,0.390449,45.3689,0.842464,0.51856,0.729722,0.667663,0.469231,0.375727,0.407916,0.423259
ferry-strips:0-p120.pddl,0.718471,0.418321,0.366003,-,0.657986,0.51286,0.6543,0.7184,0.486929,0.47407,0.438788,0.411048
