filename,ipc2014-opt-symba1:default,ipc2018-decstar:opt-config00,ipc2018-decstar:opt-config01,ipc2018-decstar:opt-config02,ipc2018-decstar:opt-config03,ipc2018-decstar:opt-config04,ipc2018-decstar:opt-config05,ipc2018-decstar:opt-config06,ipc2018-opt-complementary2:default,ipc2018-opt-delfi:h2-simpless-dks-900masb50ksbmiasm,ipc2018-opt-delfi:h2-simpless-dks-900masb50ksccdfp,ipc2018-opt-delfi:h2-simpless-dks-900masginfsccdfp,ipc2018-opt-delfi:h2-simpless-dks-blind,ipc2018-opt-delfi:h2-simpless-dks-celmcut,ipc2018-opt-delfi:h2-simpless-dks-cpdbshc900,ipc2018-opt-delfi:h2-simpless-dks-zopdbsgenetic,ipc2018-opt-delfi:h2-simpless-oss-900masb50ksbmiasm,ipc2018-opt-delfi:h2-simpless-oss-900masb50ksccdfp,ipc2018-opt-delfi:h2-simpless-oss-blind,ipc2018-opt-delfi:h2-simpless-oss-celmcut,ipc2018-opt-delfi:h2-simpless-oss-cpdbshc900,ipc2018-opt-delfi:h2-simpless-oss-masginfsccdfp,ipc2018-opt-delfi:h2-simpless-oss-zopdbsgenetic,ipc2018-opt-delfi:simpless-dks-masb50kmiasmdfp,ipc2018-opt-delfi:simpless-oss-masb50kmiasmdfp,ipc2018-opt-metis:metis2,ipc2018-opt-planning-pdbs:default,ipc2018-opt-scorpion:default,ipc2018-symple1:symple100000OPT,ipc2018-symple2:symple100000OPT
no-mystery-strips:0-prob02.pddl,19.5589,-,-,1.46734,1.80596,80.7714,1.18646,11.5224,658.983,24.9762,13.9838,2.19245,28.2767,1.53268,1.64055,1.64849,55.5471,13.1506,7.00961,1.59639,1.45839,2.19987,1.41289,9.95619,9.88786,1.51125,153.617,201.489,1070.01,1077.02
no-mystery-strips:0-prob03.pddl,7.73834,-,-,0.762223,0.841952,23.3205,0.837618,0.726831,25.4523,19.6542,1.84062,0.991067,0.826531,0.779973,0.812774,0.936524,23.6758,1.82161,0.822742,0.79692,0.891768,1.12428,0.925762,2.39571,2.46335,0.925332,24.8309,200.844,765.941,776.041
no-mystery-strips:0-prob06.pddl,-,-,-,177.16,71.7842,246.504,-,-,-,532.501,1152.31,553.371,-,174.174,808.977,520.36,497.337,513.967,-,166.182,243.319,267.246,244.959,691.916,492.441,179.754,-,206.808,-,-
no-mystery-strips:0-prob09.pddl,11.035,-,-,0.893336,3.02561,12.4668,0.90118,2.50667,831.949,18.7004,4.33219,1.23046,2.5637,0.84742,0.953672,1.01994,16.7368,4.48837,1.7351,0.962648,1.01965,1.15495,1.01432,2.04148,5.24199,0.941675,116.052,201.044,237.527,235.015
no-mystery-strips:0-prob10.pddl,-,-,-,45.6272,97.8165,583.288,-,-,-,1711.4,1094.4,1010.4,-,45.5725,803.5,807.659,1017.5,363.517,876.58,47.7848,105.176,286.245,106.601,1178.7,838.254,45.4784,-,226.848,-,-
no-mystery-strips:0-prob11.pddl,0.848423,-,-,0.453505,1.2291,5.64921,0.570479,0.446398,1.92366,4.37392,1.29512,0.504778,0.525371,0.484528,0.673054,0.754803,8.04796,1.21601,0.480025,0.471724,0.580902,0.488955,0.808089,1.42554,1.77807,0.494942,1.9079,201.232,1.24321,1.60952
no-mystery-strips:0-prob13.pddl,-,-,71.4631,71.3089,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1015.75,-,-,-,-,-,1220.6,-,212.083,-,-
no-mystery-strips:0-prob14.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,915.207,1213.15,911.964,-,-,-,-,238.718,-,-
no-mystery-strips:0-prob15.pddl,138.209,-,-,11.5464,9.83219,186.221,15.2572,9.4389,319.658,236.643,55.0934,53.423,183.872,15.7863,32.5025,26.0509,404.347,42.9839,56.2585,15.5397,13.5588,36.137,13.1542,72.0904,56.4312,15.8741,124.282,208.887,-,-
no-mystery-strips:0-prob17.pddl,115.216,-,-,8.21286,7.7029,143.541,5.84257,5.78405,907.96,211.347,44.3705,27.1406,10.5748,8.59378,8.39465,8.35594,405.407,40.6107,9.33673,8.24156,8.49075,27.704,8.4275,60.8297,50.9799,8.50798,271.632,205.733,-,-
no-mystery-strips:0-prob19.pddl,68.6463,-,-,3.42578,2.69785,65.7556,3.48669,2.75249,279.159,42.5313,8.89292,4.71945,11.9973,6.46712,2.95676,2.96066,83.7896,8.38284,6.45661,6.73762,2.57651,4.17713,2.51832,16.887,17.8298,6.60543,60.4104,202.773,-,-
no-mystery-strips:0-prob20.pddl,60.5853,-,-,3.1842,9.41732,48.3381,17.2715,9.94847,942.569,109.071,28.5852,26.2739,140.719,6.44762,28.4344,30.3051,217.123,21.6213,99.6025,3.17639,16.6377,20.4606,16.4302,45.2209,27.7486,6.66247,224.727,204.895,-,-
no-mystery-strips:0-prob25.pddl,0.886049,-,-,0.44671,0.779906,0.631375,0.435177,0.451796,1.63947,0.497222,0.442852,0.43247,0.487975,0.447279,0.438582,0.602687,1.24322,0.45942,0.483891,0.453789,0.484403,0.474538,0.631241,0.466729,0.47503,0.471525,1.64157,200.47,0.748584,1.0471
no-mystery-strips:0-prob26.pddl,3.49098,-,-,0.739199,1.54823,7.58347,0.695625,0.691919,7.35225,14.9525,1.6301,0.943711,1.25647,0.703333,0.825006,1.52094,16.3319,1.63342,1.28811,0.711148,0.816459,0.922448,1.62031,2.30082,2.44759,0.810722,7.15684,200.761,71.0196,71.0085
no-mystery-strips:0-prob27.pddl,1.24439,-,-,0.631402,0.699291,9.39412,0.595223,0.662173,881.482,4.12037,2.25393,0.67227,0.693401,0.694128,0.687674,0.876868,18.9146,2.22815,0.71982,0.668083,0.698523,0.673167,0.878757,1.66731,1.61047,0.642506,739.102,218.5,3.45434,3.98651
no-mystery-strips:0-prob28.pddl,0.852806,-,-,0.421389,0.550122,4.24771,0.448838,0.419741,1.70339,2.13238,0.612609,0.467781,0.469465,0.501328,0.525991,0.503317,3.80769,0.600936,0.460123,0.502006,0.476467,0.440655,0.573597,1.04388,1.68959,0.499403,1.71366,200.572,0.971261,1.26045
no-mystery-strips:0-prob29.pddl,1.27376,-,-,0.729262,1.71802,26.7106,0.73783,0.613647,3.25483,17.7525,3.06037,0.713036,0.660827,0.695131,0.976356,0.697565,17.0519,3.0056,0.667501,0.649579,0.990764,0.763526,0.752945,2.45003,2.34872,0.781884,3.18755,201.601,6.91099,7.30998
no-mystery-strips:0-prob30.pddl,28.2725,-,-,8.42493,1.91754,42.0742,7.89722,15.9842,549.293,43.3786,4.96802,2.84478,80.8685,16.011,2.65389,2.39375,65.6778,4.94724,65.9597,7.71607,2.52196,2.79223,2.22107,7.09274,7.82571,16.1151,88.5831,202.926,1473.14,1473.05
nomystery-strips:0-p09.pddl,-,7.7485,11.1988,-,-,22.5103,161.609,-,955.629,32.5502,116.175,-,-,-,34.2977,-,34.9833,66.2602,-,-,144.066,-,93.5992,139.089,39.56,769.419,451.355,219.563,-,-
nomystery-strips:0-p10.pddl,-,4.17052,6.48135,-,-,101.309,188.764,-,970.859,56.3154,36.4094,-,-,-,62.2976,-,91.2551,50.6925,-,-,-,-,-,37.4716,22.1091,1358.35,422.496,258.176,-,-
nomystery-strips:0-p12.pddl,-,16.7856,29.6137,-,-,-,295.598,-,958.343,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,424.325,278.332,-,-
nomystery-strips:0-p13.pddl,-,24.864,48.8496,-,-,-,-,-,950.508,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,555.251,-,-,-
nomystery-strips:0-p14.pddl,-,14.082,28.2322,-,-,-,-,-,1115.44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nomystery-strips:0-p15.pddl,-,17.6352,49.5098,-,-,-,-,-,1258.91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nomystery-strips:0-p16.pddl,-,9.18177,11.2278,-,-,-,399.681,-,1075.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nomystery-strips:0-p17.pddl,-,67.3651,-,-,-,-,-,-,1493.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nomystery-strips:0-p18.pddl,-,18.2134,38.7232,-,-,-,-,-,1300.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nomystery-strips:0-p19.pddl,-,54.0876,322.839,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nomystery-strips:0-p20.pddl,-,34.0781,145.246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nomystery-strips:0-p21.pddl,-,108.675,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nomystery-strips:0-p22.pddl,-,80.7483,311.79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nomystery-strips:0-p23.pddl,-,385.329,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nomystery-strips:0-p24.pddl,-,208.055,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nomystery-strips:0-p25.pddl,-,325.224,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nomystery-strips:0-p26.pddl,-,1181.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nomystery-strips:1-p02.pddl,-,227.372,-,-,-,96.2204,127.412,-,934.935,196.319,163.571,-,-,-,125.497,-,201.468,212.485,-,-,276.52,-,-,184.34,140.345,-,459.238,433.233,-,-
nomystery-strips:1-p03.pddl,-,-,-,-,-,-,-,-,989.153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,519.225,-,-,-
nomystery-strips:1-p04.pddl,-,-,-,-,-,-,-,-,994.985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,714.059,-,-,-
nomystery-strips:1-p05.pddl,-,-,-,-,-,-,-,-,982.891,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,484.052,-,-,-
nomystery-strips:1-p06.pddl,-,-,-,-,-,-,-,-,1018.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nomystery-strips:2-p09.pddl,-,43.0326,610.309,-,23.5402,158.241,137.424,-,974.253,95.6799,66.0934,-,-,-,52.9777,94.1397,140.826,73.7577,-,-,113.634,-,28.0511,68.4072,72.3205,-,283.186,237.573,-,-
nomystery-strips:3-p07.pddl,-,46.4215,649.827,-,21.2282,-,299.368,-,974.769,-,162.267,-,-,-,147.117,47.7325,-,183.407,-,-,-,-,25.6479,164.842,172.462,-,247.319,250.364,-,-
nomystery-strips:3-p08.pddl,-,15.3984,25.9805,-,-,39.7377,18.1148,-,940.375,67.1282,35.0662,-,-,-,176.065,-,75.7814,33.1011,-,-,156.317,-,122.466,33.4118,35.3607,148.114,383.747,236.866,-,-
nomystery-strips:3-p09.pddl,-,153.887,-,-,-,-,220.891,-,967.269,129.459,-,-,-,-,-,-,169.372,-,-,-,-,-,-,-,-,-,582.513,299.925,-,-
nomystery-strips:3-p10.pddl,-,87.0937,-,-,-,-,770.99,-,940.252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,377.301,-,-,-
nomystery-strips:3-p17.pddl,-,23.218,209.928,-,11.9795,-,212.935,-,926.602,93.8658,115.01,-,-,-,100.853,51.5656,271.2,123.849,-,-,-,-,15.7884,118.025,124.003,-,336.538,223.217,-,-
nomystery-strips:3-p19.pddl,-,125.333,-,-,-,-,-,-,943.278,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,402.177,374.218,-,-
nomystery-strips:3-p20.pddl,-,36.6963,-,-,-,-,539.89,-,952.641,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,442.758,971.958,-,-
npuzzle-strips:0-p001.pddl,0.71449,-,-,0.41875,0.738439,6.2082,0.438896,0.430216,2.05064,0.811349,1.17224,0.431934,0.453354,0.482076,0.447187,0.752598,0.878069,1.15707,0.584998,0.467729,0.456585,0.554154,0.72096,1.63474,1.56749,0.45049,1.9985,200.828,1.38405,1.78999
npuzzle-strips:0-p002.pddl,0.844584,-,-,0.59304,0.718992,6.09138,0.598761,0.783418,3.48855,0.914566,1.18391,0.468746,0.716939,0.594419,0.469366,0.740156,0.847463,1.23866,0.685452,0.589532,0.473641,0.475341,0.676263,1.6094,1.62305,0.628789,3.56334,201.063,5.78161,7.11278
npuzzle-strips:0-p003.pddl,0.853117,-,-,0.449637,0.769656,6.26029,0.463084,0.513676,2.4234,0.812083,1.18884,0.471257,0.642864,0.48463,0.467389,0.686653,0.839234,1.14972,0.616738,0.465075,0.42888,0.488655,0.767043,1.67227,1.59636,0.550104,2.49927,200.885,2.74006,3.45633
npuzzle-strips:0-p004.pddl,0.776964,-,-,0.44464,0.71018,6.67035,0.663824,0.565704,2.55525,0.981052,1.16611,0.455761,0.670865,0.527923,0.462148,0.730947,0.840113,1.20766,0.627636,0.469343,0.486598,0.449748,0.749567,1.62881,1.5621,0.491933,2.54339,201.093,3.074,3.47216
npuzzle-strips:0-p005.pddl,0.794917,-,-,0.583155,0.766109,6.26593,0.522008,0.618281,2.64515,0.829366,1.25768,0.451668,0.59576,0.618084,0.439126,0.680406,0.90273,1.11145,0.662135,0.653739,0.505516,0.449499,0.690161,1.63174,1.63936,0.592013,2.60865,204.705,3.70289,4.31118
npuzzle-strips:0-p006.pddl,0.808281,-,-,0.494002,0.71649,6.20717,0.538293,0.567571,2.55508,0.863969,1.18985,0.485726,0.575844,0.498406,0.448148,0.763893,0.84115,1.12874,0.576151,0.521457,0.51841,0.429381,0.723269,1.60259,1.60539,0.526088,2.50229,200.915,3.24306,3.71768
npuzzle-strips:0-p007.pddl,-,-,-,-,19.2979,-,-,-,802.668,-,-,26.8167,-,-,24.9684,64.5756,-,-,-,-,27.5082,30.0991,76.4931,-,-,-,492.071,228.305,-,-
npuzzle-strips:0-p008.pddl,-,-,-,-,5.44352,-,-,-,776.43,-,-,6.98101,-,-,7.02512,24.669,-,-,-,-,7.56072,7.702,27.4246,-,-,-,359.9,207.361,-,-
npuzzle-strips:0-p009.pddl,669.453,-,-,-,5.7595,-,-,-,928.614,-,-,7.86028,-,-,7.57908,34.2478,-,-,-,1780.38,7.77841,8.12539,23.3824,-,-,-,547.831,208.258,-,-
npuzzle-strips:0-p010.pddl,649.692,-,-,-,36.321,-,-,-,966.53,-,-,50.737,-,-,48.8105,146.871,-,-,-,-,54.7316,59.3031,179.306,-,-,-,398.027,276.483,-,-
npuzzle-strips:0-p011.pddl,533.177,-,-,1713.63,4.25952,-,-,-,933.252,-,-,4.93688,-,1569.64,4.68564,14.6558,-,-,-,1550.9,4.83933,5.09489,24.3575,-,-,1708.17,429.738,205.926,-,-
npuzzle-strips:0-p012.pddl,-,-,-,-,132.456,-,-,-,-,-,-,160.169,-,-,148.084,-,-,-,-,-,166.951,172.136,-,-,-,-,647.515,356.43,-,-
nurikabe-adl:0-p01.pddl,0.806392,-,-,0.446569,0.529368,0.417744,0.462331,0.413956,1.73341,0.549272,0.492426,0.461925,0.492069,0.473102,0.459018,0.575744,0.463435,0.430379,0.482928,0.492439,0.590298,0.431971,0.490924,0.552325,1.80783,0.504503,1.66422,200.572,0.730073,1.03091
nurikabe-adl:0-p02.pddl,0.832818,-,-,0.42893,0.612447,0.409327,0.493524,0.449428,1.70816,0.528277,0.494874,0.495162,0.453709,0.497964,0.462762,0.508836,0.446418,0.491,0.455195,0.43334,0.466007,0.498267,0.490392,0.536196,1.95236,0.45864,1.64552,200.531,0.702154,1.09101
nurikabe-adl:0-p03.pddl,1.3239,-,-,-,-,0.672428,-,0.536431,1.96563,0.616687,0.583593,0.591388,0.636553,0.570141,0.663714,1.33926,5.34636,1.51909,0.545992,0.601022,0.747493,0.572932,1.39671,2.01284,2.78965,0.609259,-,200.628,1.49728,1.86914
nurikabe-adl:0-p04.pddl,1.49193,-,-,-,-,1.85351,-,0.577227,1.99107,0.705678,0.965738,0.618715,0.625813,0.559678,0.672524,0.650159,18.6828,2.58685,0.653827,0.664174,0.727582,0.624223,0.645061,2.16647,2.07008,0.590753,-,200.685,2.5191,2.8579
nurikabe-adl:0-p05.pddl,3.74595,-,-,-,-,21.2598,-,0.888882,5.70603,2.84595,2.84063,1.42717,0.987385,1.04121,1.26294,0.966593,198.98,4.87771,0.921616,0.914122,1.19345,1.33255,0.963117,5.23728,5.2106,1.03175,-,201.116,65.7994,68.6864
nurikabe-adl:0-p06.pddl,2.23304,-,-,-,-,4.17594,-,0.919666,2.41297,1.29866,2.27154,1.00862,0.900349,0.927286,2.74575,0.966336,47.2062,1.46924,1.03547,1.04869,2.78201,1.02548,1.03578,5.96916,6.67647,0.972754,-,201.336,8.97281,9.01047
nurikabe-adl:0-p07.pddl,8.31439,-,-,-,-,59.2288,-,1.92028,97.9449,22.1303,4.76122,2.79917,1.75435,1.75501,3.59771,1.76502,345.214,5.70366,1.77931,1.77642,3.58399,2.82169,1.86955,35.4645,32.0337,1.98766,-,203.74,1176.9,1176.27
nurikabe-adl:0-p08.pddl,28.359,-,-,-,-,5.85838,-,1.71424,5.12503,8.38798,2.80325,2.08909,1.80791,1.95284,14.2349,1.81447,128.488,4.8623,1.7352,1.85477,14.2785,2.11018,1.82869,33.6197,40.3086,2.03307,-,201.895,69.9298,70.5842
nurikabe-adl:0-p09.pddl,27.6069,-,-,-,-,115.029,-,5.0713,915.574,435.717,19.3682,14.2804,4.56847,3.91126,10.9965,4.38402,904.193,19.2743,4.89745,4.00392,10.8491,14.6001,4.29224,289.529,299.646,5.02938,289.084,203.923,-,-
nurikabe-adl:0-p10.pddl,19.4394,-,-,-,-,33.4447,-,8.43775,945.217,667.865,16.6603,13.4299,7.73092,5.11981,21.2892,7.12747,915.529,14.4963,7.86088,5.14728,21.3802,13.2447,6.75435,331.233,363.515,5.5495,351.136,203.781,-,-
nurikabe-adl:0-p11.pddl,-,-,-,-,-,1120.6,-,-,997.97,923.17,389.598,533.705,-,335.788,87.8048,205.815,1129.33,402.534,-,338.189,88.8589,553.849,203.773,-,-,441.833,1107.19,224.829,-,-
nurikabe-adl:0-p12.pddl,543.456,-,-,-,-,495.484,-,226.534,403.908,1043.62,210.873,257.753,162.186,198.902,334.267,145.839,1290.57,216.375,162.347,204.789,330.268,259.674,137.603,1129.05,1128.06,268.653,-,217.639,-,-
nurikabe-adl:0-p13.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1011.89,-,-
nurikabe-adl:1-p01.pddl,4.00158,-,-,-,-,7.69682,-,1.76001,19.8477,7.26156,5.78146,2.20347,1.73512,1.71968,4.58531,1.74356,221.134,4.33574,1.75113,1.77234,4.64631,2.19824,1.72843,27.117,29.0916,1.96664,-,201.802,102.75,104.263
nurikabe-adl:1-p02.pddl,4.0923,-,-,-,-,8.95119,-,1.67983,4.13204,2.95692,2.73764,1.82735,1.67291,1.75314,6.62135,1.78785,111.02,3.65277,1.67775,1.70469,6.51526,1.88687,1.7489,36.6046,33.3384,1.83985,-,201.767,69.1521,68.5894
nurikabe-adl:1-p03.pddl,16.6561,-,-,-,-,52.8679,-,5.6244,918.867,356.724,14.5177,12.1115,5.35016,5.05174,35.9784,5.09612,911.622,14.8197,5.35039,5.18325,36.1978,12.0111,5.32646,415.207,402.921,5.84551,395.374,203.705,-,-
nurikabe-adl:1-p04.pddl,17.5943,-,-,-,-,91.8484,-,7.58924,921.729,392.378,22.0686,17.0913,6.67652,24.0707,21.2166,6.78041,928.719,23.81,6.90829,25.111,21.138,17.344,6.81817,624.651,603.77,30.6858,398.723,206.926,-,-
nurikabe-adl:1-p05.pddl,-,-,-,-,-,690.69,-,273.777,1089.13,918.75,170.445,303.658,187.127,148.882,53.4826,106.13,1052.04,196.037,187.139,148.502,54.1406,308.221,107.091,1149.74,1155.37,185.912,314.871,214.67,-,-
nurikabe-adl:1-p06.pddl,162.151,-,-,-,-,266.797,-,78.3742,334.556,982.233,96.9671,104.398,57.1338,71.2382,196.255,51.1823,985.171,96.6858,57.5311,74.5438,196.746,104.153,51.5275,986.182,993.884,92.87,322.337,213.712,-,-
nurikabe-adl:1-p07.pddl,-,-,-,-,-,-,-,-,1221.68,1312.81,-,-,-,1499.34,698.92,-,-,-,-,1474.71,702.227,-,-,-,-,1757.15,1239.76,272.448,-,-
nurikabe-adl:1-p08.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,920.651,-,-
openstacks-adl:0-p10.pddl,24.0302,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:0-p11.pddl,33.5143,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:0-p12.pddl,281.507,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:0-p15.pddl,1789.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:1-p02.pddl,242.226,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:2-p01.pddl,-,-,-,-,-,-,-,0.469026,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:2-p02.pddl,-,-,-,-,-,-,-,0.408489,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:2-p04.pddl,-,-,-,-,-,-,-,0.545051,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:2-p05.pddl,-,-,-,-,-,-,-,0.525903,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:2-p06.pddl,-,-,-,-,-,-,-,0.493615,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:2-p08.pddl,-,-,-,-,-,-,-,1.72251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:2-p09.pddl,-,-,-,-,-,-,-,1.00246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:2-p11.pddl,-,-,-,-,-,-,-,3.79065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:2-p13.pddl,-,-,-,-,-,-,-,16.115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:2-p14.pddl,-,-,-,-,-,-,-,8.17321,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:2-p15.pddl,-,-,-,-,-,-,-,94.2744,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:2-p16.pddl,-,-,-,-,-,-,-,35.8611,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:2-p17.pddl,-,-,-,-,-,-,-,60.0954,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:2-p19.pddl,-,-,-,-,-,-,-,119.821,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:2-p21.pddl,-,-,-,-,-,-,-,152.82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:2-p22.pddl,-,-,-,-,-,-,-,13.127,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:3-p06.pddl,-,-,-,-,-,-,-,0.56885,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:3-p08.pddl,-,-,-,-,-,-,-,8.80232,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:3-p09.pddl,-,-,-,-,-,-,-,11.5879,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:3-p12.pddl,-,-,-,-,-,-,-,3.18713,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:4-p01.pddl,-,-,-,-,-,-,-,0.438348,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:4-p02.pddl,-,-,-,-,-,-,-,0.424593,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:4-p04.pddl,-,-,-,-,-,-,-,0.485698,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:4-p05.pddl,-,-,-,-,-,-,-,0.484735,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-adl:4-p07.pddl,-,-,-,-,-,-,-,2.89627,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-strips:1-p30_2.pddl,2.59894,-,-,-,-,-,-,-,16.4909,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.2309,-,75.7881,77.5455
openstacks-strips:1-p30_3.pddl,5.11559,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,418.241,426.121
openstacks-strips:1-p35_3.pddl,19.213,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-strips:1-p40_3.pddl,44.1489,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-strips:1-p45_1.pddl,5.56237,-,-,-,-,-,-,-,60.2144,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.7436,-,400.555,379.267
openstacks-strips:1-p45_2.pddl,7.99264,-,-,-,-,-,-,-,195.583,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,185.003,-,1132.96,1133.17
openstacks-strips:1-p45_3.pddl,287.613,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-strips:1-p50_2.pddl,14.5121,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-strips:1-p50_3.pddl,290.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-strips:4-p01.pddl,15.6866,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-strips:4-p03.pddl,158.296,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-strips:4-p07.pddl,117.124,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
