filename,ipc2014-opt-symba1:default,ipc2018-decstar:opt-config00,ipc2018-decstar:opt-config01,ipc2018-decstar:opt-config02,ipc2018-decstar:opt-config03,ipc2018-decstar:opt-config04,ipc2018-decstar:opt-config05,ipc2018-decstar:opt-config06,ipc2018-opt-complementary2:default,ipc2018-opt-delfi:h2-simpless-dks-900masb50ksbmiasm,ipc2018-opt-delfi:h2-simpless-dks-900masb50ksccdfp,ipc2018-opt-delfi:h2-simpless-dks-900masginfsccdfp,ipc2018-opt-delfi:h2-simpless-dks-blind,ipc2018-opt-delfi:h2-simpless-dks-celmcut,ipc2018-opt-delfi:h2-simpless-dks-cpdbshc900,ipc2018-opt-delfi:h2-simpless-dks-zopdbsgenetic,ipc2018-opt-delfi:h2-simpless-oss-900masb50ksbmiasm,ipc2018-opt-delfi:h2-simpless-oss-900masb50ksccdfp,ipc2018-opt-delfi:h2-simpless-oss-blind,ipc2018-opt-delfi:h2-simpless-oss-celmcut,ipc2018-opt-delfi:h2-simpless-oss-cpdbshc900,ipc2018-opt-delfi:h2-simpless-oss-masginfsccdfp,ipc2018-opt-delfi:h2-simpless-oss-zopdbsgenetic,ipc2018-opt-delfi:simpless-dks-masb50kmiasmdfp,ipc2018-opt-delfi:simpless-oss-masb50kmiasmdfp,ipc2018-opt-metis:metis2,ipc2018-opt-planning-pdbs:default,ipc2018-opt-scorpion:default,ipc2018-symple1:symple100000OPT,ipc2018-symple2:symple100000OPT
openstacks-strips:5-p26.pddl,2.81265,-,-,-,-,-,-,-,10.3755,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.3331,-,128.262,127.919
openstacks-strips:5-p27.pddl,2.9951,-,-,-,-,-,-,-,43.4877,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.8256,-,141.973,140.163
openstacks-strips:6-p16.pddl,6.30034,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,848.285,780.659
openstacks-strips:6-p17.pddl,5.42643,-,-,-,-,-,-,-,201.998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,197.538,-,415.741,432.623
openstacks-strips:6-p19.pddl,11.8469,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1595.25,1584.56
openstacks-strips:6-p23.pddl,95.4139,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-strips:7-p09.pddl,49.6745,-,-,-,-,-,-,-,49.3152,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.8702,380.544,-,-
openstacks-strips:7-p10.pddl,158.279,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-strips:7-p11.pddl,97.9742,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-strips:7-p12.pddl,112.412,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-strips:7-p13.pddl,293.345,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-strips:7-p14.pddl,109.811,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-strips:7-p15.pddl,56.3257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,838.659,-,-,-
openstacks-strips:7-p16.pddl,77.5624,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-strips:7-p17.pddl,48.4165,-,-,-,-,-,-,-,92.5401,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95.1332,-,-,-
openstacks-strips:7-p18.pddl,483.123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-strips:7-p19.pddl,235.736,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
openstacks-strips:7-p25.pddl,785.496,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
optical-telegraphs-adl:0-p01-opt2.pddl,-,-,-,-,-,-,-,0.635107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
optical-telegraphs-adl:0-p02-opt3.pddl,-,-,-,-,-,-,-,13.7307,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
organic-synthesis-split-strips:0-p01.pddl,24.0069,-,-,27.8635,27.7979,28.0425,24.7514,24.4655,26.8142,23.928,25.3211,20.5569,21.5035,23.6483,23.3296,22.9123,32.6417,29.1278,24.526,24.1121,23.7809,23.2753,23.76,25.4468,29.4081,27.0803,25.7665,221.749,22.4606,24.9594
organic-synthesis-split-strips:0-p02.pddl,37.5441,-,-,39.5702,37.2972,59.3189,39.1999,36.1006,37.9111,38.6941,43.7769,40.5119,38.4319,37.0179,76.3928,36.2367,122.75,42.4328,38.7152,38.2265,74.9543,39.1119,37.4293,1067.44,1067.05,40.0281,37.6883,274.2,39.1905,37.8941
organic-synthesis-split-strips:0-p03.pddl,31.8524,-,31.3925,31.8722,31.803,99.2719,29.5889,30.7987,34.2841,32.1548,47.5636,31.8199,32.213,35.0406,98.6146,30.8719,214.521,43.6098,31.1472,32.2184,96.4275,31.5807,29.93,1231.81,1244.0,29.1099,35.3386,287.83,34.3738,33.6815
organic-synthesis-split-strips:0-p04.pddl,40.7907,-,37.198,37.671,34.1488,108.302,37.1774,35.195,39.8892,186.186,47.5533,36.3221,35.2002,36.6219,696.183,34.9434,467.057,49.0434,39.6811,36.1739,692.326,37.283,35.36,-,-,37.5884,39.1124,347.21,37.8349,38.8654
organic-synthesis-split-strips:0-p05.pddl,62.287,-,57.1823,60.8792,53.4746,129.227,59.5228,57.0521,57.5573,162.642,71.2968,55.8936,60.7263,55.8575,716.088,56.3297,404.679,70.0317,57.6014,56.051,716.101,57.1274,57.9648,-,-,58.763,57.6239,369.784,62.4169,58.8999
organic-synthesis-split-strips:0-p06.pddl,47.4346,-,40.3314,42.8665,41.1983,45.9099,39.8321,44.3208,39.9767,41.0457,39.6311,38.0223,39.39,43.0718,85.7207,40.0481,100.741,44.6188,38.327,38.6541,86.081,40.4788,35.9902,-,-,38.2904,44.3189,295.527,42.4511,45.2992
organic-synthesis-split-strips:0-p07.pddl,102.838,-,108.624,93.3866,93.2932,133.368,89.0904,90.9117,96.5931,89.1443,98.289,90.5285,95.3624,89.8503,992.265,91.5646,331.409,100.409,91.778,91.7313,994.475,90.3018,87.6024,-,-,88.8675,93.5664,391.385,95.9907,96.0837
organic-synthesis-split-strips:0-p08.pddl,255.184,-,160.727,171.903,193.757,-,186.137,207.959,209.959,213.084,198.665,211.135,186.989,191.541,186.611,186.494,213.82,234.066,224.7,194.669,191.541,194.158,185.746,-,-,227.536,214.284,389.926,-,-
organic-synthesis-split-strips:0-p09.pddl,136.084,-,-,120.857,130.621,136.356,122.443,135.406,125.824,117.979,123.467,121.545,121.864,118.833,243.87,120.997,288.88,134.117,117.826,122.801,241.208,116.115,120.743,-,-,116.115,126.628,439.711,96.066,93.957
organic-synthesis-split-strips:0-p10.pddl,1445.03,-,-,294.121,806.632,-,357.304,661.98,-,-,-,-,-,403.695,-,-,-,-,-,401.131,-,-,-,-,-,394.497,1215.89,948.182,-,-
organic-synthesis-split-strips:0-p11.pddl,123.346,-,101.108,100.725,96.8289,167.441,98.8515,113.675,107.049,168.403,114.56,100.637,102.885,97.2098,1004.13,96.72,352.193,106.232,102.54,97.7427,997.409,98.6881,100.705,-,-,98.0302,106.83,404.963,102.64,99.7533
organic-synthesis-split-strips:0-p12.pddl,677.925,-,715.321,182.819,-,-,-,-,427.32,585.019,1161.42,390.766,356.509,392.227,357.018,378.01,1236.42,419.294,395.067,384.641,357.031,993.372,389.971,-,-,387.107,393.205,570.305,-,-
organic-synthesis-split-strips:0-p14.pddl,-,-,788.536,622.374,-,-,-,-,-,-,-,-,678.898,598.94,-,706.71,-,-,685.83,497.984,-,-,751.072,-,-,472.245,-,-,-,-
organic-synthesis-split-strips:0-p15.pddl,-,-,1359.68,1262.39,-,-,-,-,-,-,-,-,-,1297.62,-,-,-,-,-,1338.24,-,-,-,-,-,1178.42,-,-,-,-
organic-synthesis-split-strips:0-p16.pddl,613.756,-,682.545,606.072,-,-,591.044,-,1532.6,1556.16,1566.54,-,578.738,456.382,-,583.927,1587.75,-,709.412,460.42,-,1519.56,557.991,-,-,578.357,840.929,1311.4,-,-
organic-synthesis-split-strips:0-p19.pddl,346.738,-,167.065,165.138,1179.59,-,242.957,-,274.844,339.855,362.18,280.144,243.056,243.355,289.169,247.21,1164.85,333.134,263.994,262.25,313.249,271.368,245.077,-,-,239.363,269.739,486.072,-,-
organic-synthesis-split-strips:0-p20.pddl,240.206,-,1268.45,149.267,429.95,-,161.119,185.114,1120.49,1063.36,1075.86,1066.97,168.428,170.692,269.072,162.366,1096.55,1079.23,172.193,167.54,256.999,1073.9,167.276,-,-,158.623,274.236,411.547,-,-
organic-synthesis-split-strips:0-p21.pddl,-,-,730.953,603.339,-,-,-,-,-,-,-,-,-,626.565,-,-,-,-,-,616.033,-,-,-,-,-,610.028,-,-,-,-
organic-synthesis-split-strips:2-p01.pddl,28.1402,-,-,27.7252,31.4398,28.3369,28.0459,30.1458,32.5739,30.8174,29.7802,29.2798,27.0692,29.6754,30.9131,27.19,31.1243,32.0125,28.0872,28.2483,30.0741,29.9643,29.1981,467.091,450.559,31.0477,37.3703,232.449,26.8633,34.7065
organic-synthesis-split-strips:2-p02.pddl,29.9179,-,28.409,27.7408,29.4307,34.1146,26.6661,28.886,34.0963,28.4254,32.9083,30.1248,30.0691,30.4215,29.8216,30.7332,46.4473,33.4821,28.6413,30.4751,29.2318,27.5086,29.1001,931.64,934.998,29.9694,30.8911,233.233,27.2664,28.6729
organic-synthesis-split-strips:2-p09.pddl,30.7918,-,36.5686,36.6696,37.8506,80.5443,36.5992,35.1986,37.2515,170.486,40.0172,33.1755,30.3973,30.9147,123.11,31.8806,314.535,36.5922,29.9522,29.6978,123.85,29.701,28.6312,982.963,970.239,30.4346,32.5221,362.747,32.1453,32.7507
organic-synthesis-split-strips:2-p10.pddl,29.0395,-,27.4455,27.6015,27.0515,72.2887,28.8672,31.8798,38.9252,164.51,34.4393,30.4284,27.74,29.0378,118.039,28.5479,302.174,33.7578,27.838,27.8041,119.139,30.0051,26.2196,960.199,950.553,30.3746,34.801,354.594,31.8114,31.6603
organic-synthesis-split-strips:2-p11.pddl,148.429,-,150.977,140.864,145.337,727.926,168.897,156.484,147.751,1060.23,245.582,205.81,143.181,137.295,141.808,137.879,1081.42,267.612,143.668,140.98,139.846,205.636,134.452,-,-,152.798,147.014,411.558,-,-
organic-synthesis-split-strips:2-p12.pddl,92.2993,-,82.1552,84.3138,79.9049,376.024,84.3206,82.8753,83.0389,993.34,167.406,111.374,78.9418,76.8508,84.7267,75.1049,1012.79,163.151,75.6444,75.37,86.9674,118.439,84.4553,-,-,90.3252,86.731,307.315,215.405,217.861
organic-synthesis-split-strips:2-p14.pddl,41.7775,-,38.8139,40.5065,37.9568,79.2456,37.2152,37.111,45.0506,47.0794,44.8719,37.7119,35.7806,37.4682,633.705,38.2565,195.656,43.6767,37.0079,39.717,639.732,39.4722,38.2709,972.332,936.497,37.9589,39.8767,342.08,37.7301,43.6884
organic-synthesis-split-strips:3-p06.pddl,34.9586,-,32.712,33.0012,34.2973,78.6906,37.9374,32.0969,34.9098,178.358,41.267,32.6045,31.1255,32.8793,123.878,34.0078,313.261,37.4634,31.3048,33.9509,122.323,33.5161,33.5602,973.585,963.266,36.2336,34.7846,368.478,34.3263,37.7215
organic-synthesis-split-strips:3-p07.pddl,445.743,-,172.445,174.019,-,-,-,-,440.104,1610.0,1756.51,-,529.32,343.856,535.116,532.3,1665.48,1705.56,547.095,347.819,554.706,1750.83,549.748,-,-,344.183,433.692,-,-,-
organic-synthesis-strips:0-p01.pddl,0.855757,-,-,0.630568,0.731215,0.629332,0.634147,0.601554,1.94831,0.622955,0.688813,0.633372,0.631141,0.638333,0.688952,0.715978,0.681427,0.633035,0.638038,0.713215,0.674075,0.643536,0.71914,0.661806,0.687642,0.713436,1.90728,200.673,0.762856,1.07506
organic-synthesis-strips:0-p02.pddl,0.876431,-,-,0.701378,0.685348,0.695805,0.680779,0.621494,2.1295,0.635925,0.696409,0.683492,0.656568,0.693888,0.66858,0.671398,0.63699,0.676555,0.666206,0.702665,0.661859,0.687935,0.688077,1.00811,0.931867,0.688697,2.0979,200.704,0.75961,1.17924
organic-synthesis-strips:0-p03.pddl,13.4714,-,-,12.7353,12.9777,12.7453,12.9205,12.6883,15.3877,13.1022,13.2284,13.1168,13.279,13.4213,13.3761,13.3772,13.1315,13.1567,13.3263,13.6822,13.3304,13.0963,13.2579,14.0493,14.5505,13.5468,14.9627,213.216,13.2334,4.01666
organic-synthesis-strips:0-p07.pddl,1.13189,0.814013,0.82343,0.796698,0.885748,0.811454,0.855698,0.944621,2.18034,0.843105,0.818309,0.879372,0.789986,0.874452,0.834707,0.829457,0.846098,0.842087,0.83879,0.872397,0.791648,0.783995,0.850984,1.40652,1.56575,0.882706,2.12583,201.041,1.03712,1.79667
organic-synthesis-strips:0-p09.pddl,10.2359,-,-,9.19166,9.61324,9.58932,9.26491,9.15226,11.957,10.0368,10.3019,9.81964,10.3367,10.0476,9.82684,9.89587,9.91841,10.0065,10.0927,9.95181,9.77571,9.76535,10.232,44.5074,53.9261,10.066,11.8461,210.182,9.76569,5.53306
organic-synthesis-strips:0-p10.pddl,10.1372,-,-,9.63203,9.39646,9.33625,9.3903,9.7118,12.1324,10.1273,10.2811,10.1,10.0551,10.3798,10.0872,10.3507,9.99302,9.8994,9.89187,9.97024,10.1944,10.2401,10.1719,49.6978,54.642,10.1598,11.9616,210.017,9.84521,5.61464
organic-synthesis-strips:0-p14.pddl,3.3715,-,-,2.99612,2.95454,3.11326,3.19574,2.99015,4.58751,3.17773,3.22701,3.27068,3.21061,3.21801,3.2912,3.38586,3.21599,3.30061,3.26622,3.25061,3.22763,3.31215,3.39318,4.92024,4.81847,3.47053,4.61956,203.281,3.16102,3.07253
organic-synthesis-strips:1-p06.pddl,24.3094,-,-,23.7726,23.7673,23.1983,23.5286,23.3159,28.5625,25.7207,25.5694,25.7175,25.4964,25.6544,25.2816,25.4604,25.6139,25.1361,25.5276,25.0814,25.1323,25.0684,26.5452,-,-,25.4417,28.8274,225.784,23.7241,12.9503
organic-synthesis-strips:1-p07.pddl,83.9888,-,-,80.4857,83.8247,84.053,82.5552,83.06,98.975,91.5004,90.8457,93.3516,91.4829,91.1147,91.177,91.8107,91.0205,92.5865,92.1363,91.3948,89.561,90.2345,92.8285,-,-,94.4022,98.656,291.393,82.7904,47.2181
organic-synthesis-strips:1-p16.pddl,169.895,-,-,127.503,171.938,-,150.528,142.21,138.477,491.07,507.966,357.634,124.831,128.998,125.531,126.113,1035.68,555.973,125.497,125.307,127.111,347.034,127.6,-,-,129.168,140.705,336.933,-,-
parcprinter-strips:0-p01.pddl,0.784298,-,-,0.426695,0.571814,0.504164,0.414139,0.435903,1.68913,0.455266,0.428567,0.508277,0.468597,0.446342,0.442211,0.721605,0.450451,0.434492,0.42092,0.513824,0.474568,0.472295,0.76134,0.551971,0.436389,0.417101,1.63088,200.486,0.643723,1.02391
parcprinter-strips:0-p03.pddl,0.971315,-,-,0.46773,0.634764,0.479039,0.436589,0.417454,1.87665,0.524925,0.470085,0.475717,0.427677,0.451802,0.450831,0.64083,2.77843,0.473747,0.432593,0.528966,0.446575,0.424402,0.643796,0.437862,0.599645,0.515578,1.73496,200.678,1.23196,1.4903
parcprinter-strips:0-p05.pddl,1.11685,-,-,0.531266,0.696465,0.59479,0.462688,0.545443,2.07064,0.570142,0.530088,0.556093,0.499365,0.475022,0.625076,1.07197,4.32965,0.641849,0.513732,0.486317,0.597928,0.499943,1.13319,2.04486,2.15129,0.472844,1.92796,201.528,2.51833,2.75323
parcprinter-strips:0-p09.pddl,7.57723,-,-,0.585778,0.636133,10.1812,1.18263,1.37291,6.62887,0.936233,0.832416,0.619756,0.511918,0.554324,0.569952,0.637664,51.7798,2.61592,0.509381,0.513818,0.537123,0.650012,0.635797,1.29534,44.7285,0.585396,6.69435,220.372,413.127,405.977
parcprinter-strips:0-p12.pddl,50.8153,-,0.506887,0.628884,0.552957,21.0197,9.20499,21.8468,46.0481,1.77021,0.94759,0.70166,0.565879,0.55832,0.608322,0.571767,443.774,14.677,0.578895,0.524925,0.592632,0.875866,0.607988,1.85197,-,0.564048,50.4213,214.718,-,-
parcprinter-strips:0-p13.pddl,131.74,-,0.546307,0.525103,1.18725,6.82086,13.0509,3.69372,26.5936,1.62911,0.901401,0.709355,0.601269,0.605785,4.12779,1.32798,68.4637,26.1876,0.582403,0.693641,4.11717,0.694043,1.32677,3.5532,60.6474,0.682031,26.2874,203.124,-,-
parcprinter-strips:0-p14.pddl,96.8162,-,0.56488,0.589305,0.678051,34.7559,7.34035,66.7286,58.9475,1.80238,1.14212,0.792953,0.536686,0.541069,0.624766,0.713006,390.092,24.4103,0.548724,0.529324,0.622041,0.934594,0.652822,2.3907,-,0.600812,59.6847,253.206,-,-
parcprinter-strips:0-p15.pddl,81.2828,-,0.560488,0.549268,0.651315,187.91,795.232,188.462,90.0924,3.62603,1.19781,0.733831,0.565114,0.699777,0.594841,0.747048,113.224,12.2485,0.542858,0.553852,0.66322,0.744556,0.598149,16.7757,83.2065,0.650212,84.6889,232.716,-,-
parcprinter-strips:0-p16.pddl,341.831,-,-,0.640406,0.670223,367.546,-,292.281,123.742,3.70625,1.16498,0.805656,0.596905,0.583791,0.630996,0.558647,75.0654,15.3931,0.629947,0.62916,0.646197,0.827526,0.559415,13.5168,149.473,0.580475,131.0,257.787,-,-
parcprinter-strips:0-p17.pddl,-,-,0.590738,0.577782,0.69539,-,-,-,933.982,8.89024,2.66603,0.98523,0.685942,0.610781,900.732,0.622468,-,-,0.698309,0.599332,900.939,1.20109,0.632656,3.5943,-,0.741288,920.132,289.077,-,-
parcprinter-strips:0-p18.pddl,-,-,0.579253,0.608079,0.653824,-,-,-,-,47.9658,3.28821,1.74272,0.703678,0.796736,901.631,0.594596,-,-,0.700042,0.854349,901.938,2.19034,0.679627,4.72481,-,0.894243,-,309.698,-,-
parcprinter-strips:0-p19.pddl,499.915,-,0.559524,0.5488,0.689707,-,-,-,916.946,9.51907,1.62954,0.976127,0.585973,0.620488,0.677939,0.622641,310.048,39.0259,0.663375,0.595147,0.692401,1.00032,0.698863,34.1153,127.032,0.817684,1011.53,302.094,-,-
parcprinter-strips:0-p20.pddl,1171.78,-,0.59112,0.643309,0.629746,-,-,-,-,7.02299,1.72022,1.04804,0.574961,0.603841,0.650389,0.637932,349.148,37.0723,0.61558,0.608814,0.67466,1.11971,0.651386,18.3372,-,0.646366,-,222.671,-,-
parcprinter-strips:0-p21.pddl,-,-,-,0.603516,0.620548,-,-,-,1086.54,13.4421,1.74897,1.81685,0.72383,0.678421,901.268,0.678647,-,-,0.719021,0.687674,901.406,3.23692,0.64139,3.93921,-,0.803184,-,342.692,-,-
parcprinter-strips:0-p22.pddl,-,-,0.714782,0.624128,0.66263,-,-,-,-,-,5.05701,4.20023,1.39921,2.84343,916.601,1.14903,966.095,-,1.47106,2.8845,916.555,5.03407,1.17787,6.96837,-,3.46458,-,359.452,-,-
parcprinter-strips:0-p23.pddl,-,-,-,0.68561,1.10627,-,-,-,907.914,30.0465,15.6758,1.11424,0.762874,0.979209,273.29,0.783427,-,-,1.00622,1.06884,274.577,1.14682,0.795781,40.1578,-,1.22213,935.292,238.105,-,-
parcprinter-strips:0-p24.pddl,-,-,0.724014,0.657354,0.639571,-,-,-,934.717,50.3934,9.75347,1.54924,0.743858,0.699732,414.478,0.717888,-,-,0.749659,0.73804,411.097,3.74448,0.718627,11.5212,-,0.733554,-,351.794,-,-
parcprinter-strips:0-p25.pddl,-,-,0.708966,0.701095,0.760758,-,-,-,-,24.8595,5.78334,2.21874,0.706663,0.714928,0.806749,0.831779,-,-,0.697699,0.698323,0.819892,2.27213,0.748631,48.2832,-,0.808968,-,303.685,-,-
parcprinter-strips:0-p26.pddl,-,-,0.821869,0.766536,0.948845,-,-,-,-,-,29.3601,5.26058,1.09338,0.889473,901.763,0.8646,-,-,1.05473,0.835416,901.446,29.2301,0.817102,33.2257,-,0.977086,-,406.745,-,-
parcprinter-strips:0-p27.pddl,-,-,0.756421,0.731124,0.821043,-,-,-,-,-,-,2.3025,1.52692,4.34947,913.078,1.34737,-,-,1.55948,4.36971,912.58,2.44952,1.35022,-,-,4.88774,-,325.902,-,-
parcprinter-strips:0-p28.pddl,-,-,1.09462,1.07987,1.15351,-,-,-,-,-,-,36.8316,26.1916,259.9,1788.19,27.7822,-,-,27.5253,259.523,1786.59,42.1763,27.8019,-,-,281.302,-,324.588,-,-
parcprinter-strips:0-p29.pddl,-,-,1.33876,1.24115,1.20573,-,-,-,-,-,-,471.409,392.211,288.814,-,408.183,-,-,396.018,289.337,-,496.816,405.854,-,-,317.085,-,494.153,-,-
parcprinter-strips:0-p30.pddl,-,-,1.42259,1.53197,1.40246,-,-,-,-,-,-,491.684,-,1786.83,-,-,-,-,-,1785.56,-,504.324,-,-,-,-,-,377.462,-,-
parcprinter-strips:1-p10.pddl,-,-,0.818513,0.577646,2.00799,192.381,1200.49,-,928.902,13.2618,4.96797,1.06856,0.798694,1.14305,165.45,0.993383,-,-,0.799141,1.19742,165.619,1.0285,0.944995,14.9113,-,1.32124,904.587,216.472,-,-
parcprinter-strips:1-p13.pddl,-,-,0.877248,0.778542,0.828805,-,-,-,-,-,-,2.07833,1.63744,2.45815,900.892,1.82662,-,-,1.64055,2.30559,901.412,2.22658,1.68568,-,-,2.54065,-,254.76,-,-
parcprinter-strips:1-p15.pddl,360.32,-,0.580215,0.624479,0.679085,154.561,718.539,118.581,131.321,3.62615,1.3339,0.883679,0.647926,0.577094,0.645277,0.673997,141.448,15.5987,0.611639,0.573297,0.674532,0.862459,0.65437,23.7248,132.817,0.63985,127.607,225.823,-,-
parcprinter-strips:1-p23.pddl,-,-,0.918347,0.949402,0.979232,-,-,-,-,-,26.3886,14.038,1.0678,0.89549,1.19198,0.967842,-,-,0.979408,0.918176,1.09322,20.5884,0.918174,141.784,-,1.00566,-,249.217,-,-
parcprinter-strips:1-p24.pddl,-,-,1.03268,1.01316,1.01331,-,-,-,-,-,-,30.9169,25.2338,64.1741,-,27.3152,-,-,25.0852,64.063,-,35.1828,27.2932,-,-,69.9763,-,311.098,-,-
parcprinter-strips:1-p26.pddl,-,-,-,0.955529,0.96231,-,-,-,-,-,-,5.00629,3.36526,34.5073,951.175,3.05636,-,-,3.36603,34.445,951.541,5.26591,3.07827,-,-,38.0932,-,342.929,-,-
parcprinter-strips:2-p05.pddl,1.09651,-,-,0.478718,0.913819,0.494691,0.520631,0.442223,1.87212,0.53975,0.509898,0.477894,0.537379,0.521651,0.516718,1.20634,5.15783,0.510147,0.452212,0.489399,0.463725,0.515456,1.13951,0.560356,0.742311,0.49126,1.79455,200.601,1.72401,2.02946
parking-strips:0-p01.pddl,0.776498,-,-,0.460547,4.37004,2.50194,0.454112,0.491384,1.92381,5.3747,1.21212,0.590191,0.497676,0.453132,0.481652,7.87109,8.00471,4.08402,0.462549,0.495382,0.472727,0.489906,7.83584,6.08694,4.79181,0.494356,1.82732,201.617,1.00496,1.25561
parking-strips:0-p03.pddl,7.24635,-,-,1.39764,17.8287,24.0844,0.917207,47.9659,915.94,14.8021,10.3439,1.9821,10.0584,1.32091,1.08203,14.1268,124.166,10.9781,10.647,1.39595,1.09712,1.89669,11.7204,30.4676,30.0416,1.22545,322.333,202.215,185.369,183.247
parking-strips:0-p04.pddl,408.44,-,-,76.166,-,-,6.27765,-,1054.68,610.002,260.835,5.89298,919.633,70.6099,2.89195,880.787,680.993,94.7523,797.104,72.0435,2.87164,5.95701,704.762,293.663,126.139,44.3345,444.426,203.967,-,-
parking-strips:0-p05.pddl,-,-,-,597.127,-,-,29.7509,-,-,-,217.376,16.9229,-,547.922,8.17652,-,-,-,-,547.671,7.07791,15.7434,-,251.582,-,351.073,-,209.452,-,-
parking-strips:0-p06.pddl,-,-,-,-,-,-,809.672,-,-,-,-,162.639,-,-,134.209,-,-,-,-,-,81.873,111.199,-,-,-,-,-,294.209,-,-
parking-strips:0-p12.pddl,0.854356,-,-,0.406513,2.38231,0.626941,0.463859,0.393182,1.81827,0.536082,0.489129,0.442823,0.451256,0.426124,0.480539,1.8523,4.44819,1.13574,0.430488,0.528161,0.518776,0.479053,1.9277,0.449905,1.14872,0.495033,1.79088,200.654,0.653057,1.0277
parking-strips:0-p16.pddl,386.558,-,-,476.314,-,-,29.5754,-,-,-,19.2127,11.7288,-,417.42,7.41944,-,1341.6,21.4412,-,436.001,6.85318,11.363,-,49.5959,51.1027,386.925,482.9,208.862,-,-
parking-strips:0-p17.pddl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,549.15,-,-
parking-strips:0-p21.pddl,113.006,-,-,44.1442,-,70.5862,2.53317,-,938.89,122.525,123.44,4.17466,183.716,38.5581,2.19466,200.395,235.307,32.1157,150.015,40.8449,2.18751,3.99326,171.721,149.703,55.7258,20.0729,304.372,204.445,-,-
parking-strips:0-p22.pddl,-,-,-,308.1,-,-,11.4755,-,-,-,20.9827,9.84085,-,278.384,4.50753,-,-,24.1701,-,283.413,4.19407,9.61154,-,51.5261,54.6223,159.274,-,206.953,-,-
parking-strips:0-p23.pddl,-,-,-,-,-,-,13.199,-,-,-,-,24.4105,-,-,9.4917,-,-,-,-,-,8.64079,24.3071,-,-,-,387.49,-,210.527,-,-
parking-strips:0-p24.pddl,-,-,-,-,-,-,65.242,-,-,-,64.2869,52.7215,-,-,17.1581,-,-,59.3996,-,-,14.6789,49.1811,-,121.551,117.312,1710.57,-,217.225,-,-
parking-strips:0-p25.pddl,-,-,-,-,-,-,-,-,-,-,-,336.47,-,-,239.363,-,-,-,-,-,158.727,244.798,-,-,-,-,-,300.201,-,-
parking-strips:1-p01.pddl,-,-,-,298.726,-,-,19.6609,-,-,-,-,41.9149,-,274.852,12.8366,-,-,336.19,-,287.024,12.0053,45.4765,-,-,396.366,226.043,-,214.02,-,-
parking-strips:2-p_12_7-01.pddl,352.06,-,-,195.517,-,367.406,13.7966,-,1044.64,-,17.4493,9.5848,-,172.201,5.1457,-,822.691,19.1263,-,181.856,4.46351,9.2903,-,50.0807,52.1574,143.585,488.709,207.028,-,-
parking-strips:2-p_12_7-02.pddl,-,-,-,437.971,-,366.541,29.8649,-,1057.99,-,20.6357,13.3972,-,352.357,7.53895,-,998.199,22.3696,-,402.492,6.75995,11.6359,-,54.2091,54.5374,311.53,450.217,209.06,-,-
parking-strips:2-p_12_7-03.pddl,361.696,-,-,101.52,-,277.019,8.64609,-,1032.88,663.136,16.8776,9.1067,-,94.0562,4.55567,-,619.113,18.5331,-,95.2196,4.05338,8.55893,-,49.2823,50.9932,81.8655,350.904,206.372,-,-
